Rank,Ticker,Momentum (%),Shares,Position ($),Sum ($),ATR20d ($),Price,ETF
1,MRVL,308.7,31,3428.6,3428.6,6.3,110.6,SOXX
2,RMBS,182.8,76,5092.0,8520.6,2.6,67.0,SOXX
3,AVGO,106.9,18,4048.2,12568.8,11.0,224.9,SOXX
4,CDNS,24.6,20,5994.0,18562.8,9.8,299.7,SOXX
5,TSM,22.9,22,4534.2,23097.0,9.0,206.1,SOXX
6,ASX,2.2,666,6726.6,29823.6,0.3,10.1,SOXX
7,LRCX,0.0,62,5102.6,34926.2,3.2,82.3,SOXX
8,KLAC,-0.0,7,5233.9,40160.1,27.3,747.7,SOXX
9,SNPS,-0.0,12,6309.6,46469.7,16.1,525.8,SOXX
10,QCOM,-0.5,42,7056.0,53525.7,4.7,168.0,SOXX
11,ENTG,-3.8,50,5325.0,58850.7,4.0,106.5,SOXX
