Rank,Ticker,Momentum (%),Shares,Position ($),Sum ($),ATR20d ($),Price,ETF
1,SQSP,139.4,900,39330.0,39330.0,0.2,43.7,WCLD
2,AVPT,131.8,600,6180.0,45510.0,0.3,10.3,WCLD
3,QTWO,83.4,105,6888.0,52398.0,1.7,65.6,WCLD
4,CRWD,48.4,15,5569.5,57967.5,11.3,371.3,WCLD
5,WIX,39.6,48,7972.8,65940.3,3.7,166.1,WCLD
6,CWAN,33.0,300,5670.0,71610.3,0.6,18.9,WCLD
7,ESTC,22.6,51,6237.3,77847.6,3.5,122.3,WCLD
8,BIGC,16.0,600,4620.0,82467.6,0.3,7.7,WCLD
9,SMAR,11.5,163,7090.5,89558.1,1.1,43.5,WCLD
10,APPF,6.0,26,6874.4,96432.5,6.9,264.4,WCLD
11,MNDY,3.7,22,5095.2,101527.7,8.1,231.6,WCLD
12,AI,0.9,150,4455.0,105982.7,1.2,29.7,WCLD
13,TOST,0.6,180,4536.0,110518.7,1.0,25.2,WCLD
14,DDOG,-0.0,48,6134.4,116653.1,3.7,127.8,WCLD
15,NCNO,0.0,257,8069.8,124722.9,0.7,31.4,WCLD
16,ADBE,0.0,11,6149.0,130871.9,15.3,559.0,WCLD
17,NOW,-0.4,9,6826.5,137698.4,18.1,758.5,WCLD
18,ZS,-0.6,29,5855.1,143553.5,6.2,201.9,WCLD
19,IOT,-1.3,138,5175.0,148728.5,1.3,37.5,WCLD
20,DOCU,-8.3,128,7219.2,155947.7,1.4,56.4,WCLD
21,AVDX,-10.5,600,7380.0,163327.7,0.3,12.3,WCLD
