Rank,Ticker,Momentum (%),Shares,Position ($),Sum ($),ATR20d ($),Price,ETF
1,CHKP,116.6,64,12057.6,12057.6,3.1,188.4,BUG
2,VRNS,103.2,133,6796.3,18853.9,1.5,51.1,BUG
3,OSPN,99.2,400,6000.0,24853.9,0.5,15.0,BUG
4,CYBR,44.2,28,7414.4,32268.3,7.1,264.8,BUG
5,FTNT,31.8,133,10001.6,42269.9,1.5,75.2,BUG
6,PANW,31.0,17,5708.6,47978.5,11.3,335.8,BUG
7,RDWR,23.4,333,6859.8,54838.3,0.6,20.6,BUG
8,GEN,23.1,400,10160.0,64998.3,0.5,25.4,BUG
9,S,14.6,200,4400.0,69398.3,1.0,22.0,BUG
10,NOC,9.7,29,14935.0,84333.3,6.8,515.0,BUG
