Rank,Ticker,Momentum (%),Shares,Position ($),Sum ($),ATR20d ($),Price,ETF
1,TRGP,106.5,58,9164.0,9164.0,3.4,158.0,XLE
2,TPL,97.2,6,5888.4,15052.4,29.5,981.4,XOP
3,OKE,62.1,100,9520.0,24572.4,2.0,95.2,XLE
4,CNX,57.0,222,7570.2,32142.6,0.9,34.1,XOP
5,WKC,54.1,250,7750.0,39892.6,0.8,31.0,XOP
6,KMI,38.5,500,11800.0,51692.6,0.4,23.6,XLE
7,WMB,35.3,250,12400.0,64092.6,0.8,49.6,XLE
8,CLNE,9.9,2000,6000.0,70092.6,0.1,3.0,XOP
9,BKR,9.3,200,7580.0,77672.6,1.0,37.9,XLE
10,CRC,3.0,125,6775.0,84447.6,1.6,54.2,XOP
11,XOM,2.2,74,9235.2,93682.8,2.7,124.8,XOP
12,EOG,0.3,71,9450.1,103132.9,2.8,133.1,XOP
13,VTS,0.1,285,7296.0,110428.9,0.7,25.6,XOP
14,WTI,0.0,2000,5400.0,115828.9,0.1,2.7,XOP
15,MGY,-0.1,285,7666.5,123495.4,0.7,26.9,XOP
16,CRK,-1.2,400,4840.0,128335.4,0.5,12.1,XOP
17,MPC,-2.0,38,6536.0,134871.4,5.2,172.0,XOP
18,MRO,-2.4,285,8265.0,143136.4,0.7,29.0,XOP
19,NOG,-2.5,166,6590.2,149726.6,1.2,39.7,XOP
20,EGY,-3.7,1000,6300.0,156026.6,0.2,6.3,XOP
21,COP,-5.4,76,8702.0,164728.6,2.6,114.5,XOP
22,PSX,-6.7,68,9424.8,174153.4,2.9,138.6,XOP
23,SLB,-7.0,166,7553.0,181706.4,1.2,45.5,XLE
24,CRGY,-8.2,400,5200.0,186906.4,0.5,13.0,XOP
25,FANG,-8.7,32,6227.2,193133.6,6.1,194.6,XOP
26,GPOR,-10.1,50,7545.0,200678.6,4.0,150.9,XOP
27,EQT,-17.0,200,7380.0,208058.6,1.0,36.9,XOP
28,SM,-19.2,133,5998.3,214056.9,1.5,45.1,XOP
