Rank,Ticker,Momentum (%),Shares,Position ($),Sum ($),ATR20d ($),Price,ETF
1,QTWO,214.9,214,13075.4,13075.4,1.4,61.1,WCLD
2,SQSP,137.8,500,22000.0,35075.4,0.6,44.0,WCLD
3,ZUO,49.8,750,7350.0,42425.4,0.4,9.8,WCLD
4,AVPT,24.7,1000,9000.0,51425.4,0.3,9.0,WCLD
5,PYPL,8.8,187,12585.1,64010.5,1.6,67.3,WCLD
6,WIX,7.2,41,6953.6,70964.1,7.3,169.6,WCLD
7,CRWD,0.6,21,7331.1,78295.2,14.0,349.1,WCLD
8,RNG,0.2,272,9329.6,87624.8,1.1,34.3,WCLD
9,APPF,0.1,47,10781.8,98406.6,6.3,229.4,WCLD
10,CWAN,-0.0,600,12060.0,110466.6,0.5,20.1,WCLD
11,MNDY,-0.4,29,6472.8,116939.4,10.3,223.2,WCLD
12,DOCN,-1.0,200,7460.0,124399.4,1.5,37.3,WCLD
13,BIGC,-1.7,1000,8000.0,132399.4,0.3,8.0,WCLD
14,AI,-3.8,200,6000.0,138399.4,1.5,30.0,WCLD
15,SMAR,-10.8,214,9480.2,147879.6,1.4,44.3,WCLD
16,ESTC,-14.0,66,7385.4,155265.0,4.5,111.9,WCLD
