Rank,Ticker,Momentum (%),Shares,Position ($),Sum ($),ATR20d ($),Price,ETF
1,VNO,342.1,236,9723.2,9723.2,1.1,41.2,SP400
2,VST,238.6,38,4541.0,14264.2,6.7,119.5,SP400
3,SFM,220.0,89,11587.8,25852.0,2.9,130.2,SP400
4,CNX,197.6,260,8814.0,34666.0,1.0,33.9,SP400
5,CIEN,175.3,144,9216.0,43882.0,1.8,64.0,SP400
6,SMG,139.3,123,11033.1,54915.1,2.1,89.7,SP400
7,FIX,137.9,19,7453.7,62368.8,13.1,392.3,SP400
8,COHR,125.1,74,6830.2,69199.0,3.5,92.3,SP400
9,EXP,123.9,37,10637.5,79836.5,7.0,287.5,SP400
10,BDC,120.2,89,10252.8,90089.3,2.9,115.2,SP400
11,CW,119.4,34,11859.2,101948.5,7.5,348.8,SP400
12,UAA,118.2,866,7361.0,109309.5,0.3,8.5,SP400
13,CUZ,117.5,433,12990.0,122299.5,0.6,30.0,SP400
14,PFGC,116.6,216,17474.4,139773.9,1.2,80.9,SP400
15,FBIN,113.3,144,12067.2,151841.1,1.8,83.8,SP400
16,KNF,108.3,108,10530.0,162371.1,2.4,97.5,SP400
17,SAIC,106.3,118,17074.6,179445.7,2.2,144.7,SP400
18,RNR,105.2,32,8451.2,187896.9,8.1,264.1,SP400
19,VLY,102.2,866,8140.4,196037.3,0.3,9.4,SP400
20,RH,102.0,20,6456.0,202493.3,12.4,322.8,SP400
21,DT,99.0,260,14066.0,216559.3,1.0,54.1,SP400
22,PCTY,97.7,55,10549.0,227108.3,4.7,191.8,SP400
23,SHC,95.6,866,13769.4,240877.7,0.3,15.9,SP400
24,CACI,95.0,24,13279.2,254156.9,10.5,553.3,SP400
25,AZPN,93.6,61,14255.7,268412.6,4.2,233.7,SP400
26,MP,92.9,371,6752.2,275164.8,0.7,18.2,SP400
27,EXEL,92.8,260,8866.0,284030.8,1.0,34.1,SP400
28,LAD,92.7,26,8782.8,292813.6,9.7,337.8,SP400
29,TOL,92.3,60,8790.0,301603.6,4.3,146.5,SP400
30,JEF,91.1,236,15151.2,316754.8,1.1,64.2,SP400
31,ACM,90.6,136,14742.4,331497.2,1.9,108.4,SP400
32,EXLS,89.6,325,13552.5,345049.7,0.8,41.7,SP400
33,CDP,88.7,520,16640.0,361689.7,0.5,32.0,SP400
34,COLB,88.3,371,10536.4,372226.1,0.7,28.4,SP400
35,CCK,85.7,152,14257.6,386483.7,1.7,93.8,SP400
36,AYI,82.4,46,14094.4,400578.1,5.6,306.4,SP400
37,DTM,82.2,162,14418.0,414996.1,1.6,89.0,SP400
38,IBKR,80.8,86,13226.8,428222.9,3.0,153.8,SP400
39,JLL,80.8,41,10865.0,439087.9,6.2,265.0,SP400
40,EME,80.2,25,11330.0,450417.9,10.4,453.2,SP400
41,HLI,79.2,74,12676.2,463094.1,3.5,171.3,SP400
42,UNM,77.5,236,15127.6,478221.7,1.1,64.1,SP400
43,SBRA,76.1,650,12090.0,490311.7,0.4,18.6,SP400
44,BWXT,76.0,100,12260.0,502571.7,2.6,122.6,SP400
45,MASI,76.0,66,9517.2,512088.9,3.9,144.2,SP400
46,CBT,75.9,118,12862.0,524950.9,2.2,109.0,SP400
47,UA,75.0,866,6841.4,531792.3,0.3,7.9,SP400
48,UMBF,74.2,92,9963.6,541755.9,2.8,108.3,SP400
49,USFD,73.9,260,15964.0,557719.9,1.0,61.4,SP400
50,SF,73.6,130,13429.0,571148.9,2.0,103.3,SP400
