Rank,Ticker,Momentum (%),Shares,Position ($),Sum ($),ATR20d ($),Price,ETF
1,TPL,171.6,10,8188.0,8188.0,18.4,818.8,XOP
2,TRGP,64.6,90,11844.0,20032.0,2.2,131.6,XLE
3,KMI,46.9,500,10700.0,30732.0,0.4,21.4,XLE
4,WMB,42.6,250,10625.0,41357.0,0.8,42.5,XLE
5,CRK,36.5,500,5200.0,46557.0,0.4,10.4,XOP
6,SBOW,36.1,250,9425.0,55982.0,0.8,37.7,XOP
7,CNX,16.4,333,8458.2,64440.2,0.6,25.4,XOP
8,VTS,10.0,333,8691.3,73131.5,0.6,26.1,XOP
9,CRGY,7.4,666,8058.6,81190.1,0.3,12.1,XOP
10,OKE,6.4,166,13612.0,94802.1,1.2,82.0,XLE
11,CLNE,3.7,1000,2600.0,97402.1,0.2,2.6,XOP
12,BKR,3.3,222,8369.4,105771.5,0.9,37.7,XLE
13,WKC,0.8,333,8957.7,114729.2,0.6,26.9,XOP
14,MRO,0.1,400,11160.0,125889.2,0.5,27.9,XOP
15,MGY,-0.0,333,8857.8,134747.0,0.6,26.6,XOP
16,FANG,0.0,43,8634.4,143381.4,4.6,200.8,XOP
17,EGY,-0.1,1000,7300.0,150681.4,0.2,7.3,XOP
18,STR,-0.3,333,8058.6,158740.0,0.6,24.2,XOP
19,XOM,-2.6,90,10557.0,169297.0,2.2,117.3,XOP
20,NOG,-3.6,181,7276.2,176573.2,1.1,40.2,XOP
21,WTI,-14.1,2000,4800.0,181373.2,0.1,2.4,XOP
22,APA,-18.0,222,6926.4,188299.6,0.9,31.2,XOP
