Rank,Ticker,Momentum (%),Shares,Position ($),Sum ($),ATR20d ($),Price,ETF
1,FICO,220.1,5,8727.0,8727.0,51.4,1745.4,SPX
2,IRM,219.9,89,10083.7,18810.7,2.9,113.3,SPX
3,CHTR,158.8,26,9066.2,27876.9,10.0,348.7,QQQ
4,VFC,138.9,288,4924.8,32801.7,0.9,17.1,SPX
5,VTR,125.5,236,14065.6,46867.3,1.1,59.6,SPX
6,AAPL,115.7,46,10432.8,57300.1,5.6,226.8,QQQ
7,TYL,110.8,25,14292.5,71592.6,10.3,571.7,SPX
8,CHRW,110.5,92,9365.6,80958.2,2.8,101.8,SPX
9,MMM,107.7,96,12537.6,93495.8,2.7,130.6,SPX
10,MPWR,106.6,5,4681.5,98177.3,50.3,936.3,SPX
11,UHS,105.8,56,13053.6,111230.9,4.6,233.1,SPX
12,TSLA,105.5,22,4846.6,116077.5,11.4,220.3,QQQ
13,AMT,103.5,50,11350.0,127427.5,5.2,227.0,SPX
14,FOX,101.7,371,14135.1,141562.6,0.7,38.1,SPX
15,ISRG,101.2,23,11189.5,152752.1,10.9,486.5,QQQ
16,TRGP,96.3,76,10951.6,163703.7,3.4,144.1,SPX
17,REGN,94.8,10,11991.0,175694.7,25.7,1199.1,QQQ
18,FOXA,94.4,371,15211.0,190905.7,0.7,41.0,SPX
19,EFX,91.9,36,10879.2,201784.9,7.1,302.2,SPX
20,NVDA,91.4,34,4399.6,206184.5,7.5,129.4,QQQ
21,CBRE,91.3,96,11232.0,217416.5,2.7,117.0,SPX
22,MCO,88.6,31,14861.4,232277.9,8.2,479.4,SPX
23,GLW,86.4,236,9888.4,242166.3,1.1,41.9,SPX
24,WELL,81.6,113,13492.2,255658.5,2.3,119.4,SPX
25,EXR,81.0,63,11226.6,266885.1,4.1,178.2,SPX
26,ANET,80.3,17,6036.7,272921.8,14.6,355.1,SPX
27,PM,80.0,144,17308.8,290230.6,1.8,120.2,SPX
28,IP,79.5,236,11540.4,301771.0,1.1,48.9,SPX
29,BRO,78.9,152,15504.0,317275.0,1.7,102.0,SPX
30,AFL,77.9,123,13197.9,330472.9,2.1,107.3,SPX
31,MSI,76.1,35,15064.0,345536.9,7.4,430.4,SPX
32,AJG,75.6,59,16980.2,362517.1,4.4,287.8,SPX
33,MHK,75.6,53,8363.4,370880.5,4.9,157.8,SPX
34,NEM,74.5,173,8996.0,379876.5,1.5,52.0,SPX
35,PSA,73.8,35,11931.5,391808.0,7.4,340.9,SPX
36,PLD,71.8,83,10698.7,402506.7,3.1,128.9,SPX
37,NTAP,70.6,76,10115.6,412622.3,3.4,133.1,SPX
38,SPGI,69.6,30,15018.0,427640.3,8.5,500.6,SPX
39,TJX,69.4,113,13503.5,441143.8,2.3,119.5,SPX
40,ICE,67.8,113,18080.0,459223.8,2.3,160.0,SPX
41,REG,67.5,200,14280.0,473503.8,1.3,71.4,SPX
42,KIM,66.6,520,12064.0,485567.8,0.5,23.2,SPX
43,WMT,66.3,185,14004.5,499572.3,1.4,75.7,SPX
44,HWM,65.5,89,8641.9,508214.2,2.9,97.1,SPX
45,INCY,65.2,144,9230.4,517444.6,1.8,64.1,SPX
46,TMUS,63.7,68,13504.8,530949.4,3.8,198.6,QQQ
47,EA,63.3,89,13136.4,544085.8,2.9,147.6,QQQ
48,CPT,62.0,108,13240.8,557326.6,2.4,122.6,SPX
49,T,61.1,866,17060.2,574386.8,0.3,19.7,SPX
50,MO,60.8,288,15091.2,589478.0,0.9,52.4,SPX
