Rank,Ticker,Momentum (%),Shares,Position ($),Sum ($),ATR20d ($),Price,ETF
1,KVYO,283.2,133,4428.9,4428.9,1.5,33.3,WCLD
2,YEXT,179.1,1000,7800.0,12228.9,0.2,7.8,WCLD
3,IOT,174.4,125,6587.5,18816.4,1.6,52.7,WCLD
4,PYPL,168.4,100,8300.0,27116.4,2.0,83.0,WCLD
5,CWAN,160.5,200,6380.0,33496.4,1.0,31.9,WCLD
6,QTWO,136.8,76,7805.2,41301.6,2.6,102.7,WCLD
7,DOCU,125.5,105,8337.0,49638.6,1.9,79.4,WCLD
8,ZM,114.9,125,10187.5,59826.1,1.6,81.5,WCLD
9,TWLO,112.7,83,7660.9,67487.0,2.4,92.3,WCLD
10,MNDY,108.0,22,7134.6,74621.6,9.0,324.3,WCLD
11,SHOP,106.8,95,8274.5,82896.1,2.1,87.1,WCLD
12,SMAR,104.7,1000,56000.0,138896.1,0.2,56.0,WCLD
13,PCTY,103.9,37,7814.4,146710.5,5.4,211.2,WCLD
14,NOW,103.7,9,9072.9,155783.4,21.1,1008.1,WCLD
15,BOX,88.5,333,11222.1,167005.5,0.6,33.7,WCLD
16,DOCN,85.7,133,5120.5,172126.0,1.5,38.5,WCLD
17,AVPT,74.3,500,7450.0,179576.0,0.4,14.9,WCLD
18,S,68.7,222,6127.2,185703.2,0.9,27.6,WCLD
19,BL,68.1,133,8033.2,193736.4,1.5,60.4,WCLD
20,TOST,56.7,166,6225.0,199961.4,1.2,37.5,WCLD
21,DBX,53.4,285,7695.0,207656.4,0.7,27.0,WCLD
22,CRM,52.9,32,10304.0,217960.4,6.2,322.0,WCLD
23,VEEV,52.4,36,8460.0,226420.4,5.5,235.0,WCLD
24,PAYC,39.0,26,5948.8,232369.2,7.5,228.8,WCLD
25,HUBS,30.1,11,7222.6,239591.8,17.4,656.6,WCLD
26,WK,26.2,80,7584.0,247175.8,2.5,94.8,WCLD
27,AMPL,24.7,666,6593.4,253769.2,0.3,9.9,WCLD
28,BILL,24.3,80,6184.0,259953.2,2.5,77.3,WCLD
29,SQ,21.7,83,6191.8,266145.0,2.4,74.6,WCLD
30,NET,18.9,68,6201.6,272346.6,2.9,91.2,WCLD
31,MDB,18.1,21,6090.0,278436.6,9.4,290.0,WCLD
32,TEAM,17.3,25,5945.0,284381.6,7.8,237.8,WCLD
33,NCNO,14.5,181,7692.5,292074.1,1.1,42.5,WCLD
34,GTLB,12.0,90,5445.0,297519.1,2.2,60.5,WCLD
35,WDAY,9.2,37,9490.5,307009.6,5.4,256.5,WCLD
36,PATH,3.6,500,6600.0,313609.6,0.4,13.2,WCLD
37,ZUO,3.6,2000,19800.0,333409.6,0.1,9.9,WCLD
38,WIX,2.6,38,6555.0,339964.6,5.2,172.5,WCLD
39,OLO,2.2,1000,5700.0,345664.6,0.2,5.7,WCLD
40,RNG,2.2,181,6878.0,352542.6,1.1,38.0,WCLD
41,DDOG,0.9,51,6344.4,358887.0,3.9,124.4,WCLD
42,CRWD,0.1,19,6270.0,365157.0,10.3,330.0,WCLD
43,FSLY,0.0,666,5128.2,370285.2,0.3,7.7,WCLD
44,PCOR,-0.0,90,6345.0,376630.2,2.2,70.5,WCLD
45,ZI,-0.1,500,6000.0,382630.2,0.4,12.0,WCLD
46,ZS,-0.1,40,7828.0,390458.2,5.0,195.7,WCLD
47,CFLT,-0.6,181,4796.5,395254.7,1.1,26.5,WCLD
48,FRSH,-1.0,333,5461.2,400715.9,0.6,16.4,WCLD
49,AI,-3.0,181,4995.6,405711.5,1.1,27.6,WCLD
50,TENB,-4.2,153,6395.4,412106.9,1.3,41.8,WCLD
