Rank,Ticker,Momentum (%),Shares,Position ($),Sum ($),ATR20d ($),Price,ETF
1,CNX,197.6,200,6780.0,6780.0,1.0,33.9,XOP
2,TPL,157.2,6,7035.6,13815.6,28.7,1172.6,XOP
3,TRGP,104.1,54,8926.2,22741.8,3.7,165.3,XLE
4,WMB,72.1,250,12900.0,35641.8,0.8,51.6,XLE
5,KMI,68.3,500,12100.0,47741.8,0.4,24.2,XLE
6,OKE,66.6,111,10367.4,58109.2,1.8,93.4,XLE
7,CRK,20.1,500,5550.0,63659.2,0.4,11.1,XOP
8,BKR,4.0,250,9450.0,73109.2,0.8,37.8,XLE
9,EQT,0.9,200,7120.0,80229.2,1.0,35.6,XOP
10,CRC,0.6,133,6902.7,87131.9,1.5,51.9,XOP
11,CRGY,0.5,500,6150.0,93281.9,0.4,12.3,XOP
12,VTS,0.1,400,9880.0,103161.9,0.5,24.7,XOP
13,CVX,-2.4,80,12248.0,115409.9,2.5,153.1,XOP
