Rank,Ticker,Momentum (%),Shares,Position ($),Sum ($),ATR20d ($),Price,ETF
1,PLTR,268.8,200,7120.0,7120.0,1.3,35.6,IGV
2,GWRE,112.9,60,10308.0,17428.0,4.3,171.8,IGV
3,VRNS,99.2,162,8715.6,26143.6,1.6,53.8,IGV
4,SMAR,95.6,152,7934.4,34078.0,1.7,52.2,IGV
5,MANH,54.7,44,11602.8,45680.8,5.8,263.7,IGV
6,S,20.6,260,5902.0,51582.8,1.0,22.7,IGV
7,IOT,12.6,130,6162.0,57744.8,2.0,47.4,IGV
8,OTEX,9.2,433,13942.6,71687.4,0.6,32.2,IGV
9,DT,2.6,288,14601.6,86289.0,0.9,50.7,IGV
10,APP,2.6,56,6305.6,92594.6,4.6,112.6,IGV
11,DBX,2.1,433,10651.8,103246.4,0.6,24.6,IGV
12,DSGX,1.0,130,12766.0,116012.4,2.0,98.2,IGV
13,ZM,0.8,136,9193.6,125206.0,1.9,67.6,IGV
14,AZPN,0.6,47,10584.4,135790.4,5.5,225.2,IGV
15,SPSC,0.5,59,11381.1,147171.5,4.4,192.9,IGV
16,DOCU,-0.0,152,8603.2,155774.7,1.7,56.6,IGV
17,GTLB,-0.5,113,6158.5,161933.2,2.3,54.5,IGV
18,NTNX,-8.3,123,7269.3,169202.5,2.1,59.1,IGV
19,U,-18.6,236,4696.4,173898.9,1.1,19.9,IGV
