Rank,Ticker,Momentum (%),Shares,Position ($),Sum ($),ATR20d ($),Price,ETF
1,OSPN,124.6,433,6971.3,6971.3,0.6,16.1,BUG
2,CHKP,77.3,70,13321.0,20292.3,3.7,190.3,BUG
3,VRNS,69.3,123,7047.9,27340.2,2.1,57.3,BUG
4,GEN,42.1,433,11128.1,38468.3,0.6,25.7,BUG
5,CYBR,36.9,29,8117.1,46585.4,8.8,279.9,BUG
6,PANW,35.1,21,7366.8,53952.2,12.3,350.8,BUG
7,RDWR,30.1,288,6364.8,60317.0,0.9,22.1,BUG
8,ZS,5.9,41,8175.4,68492.4,6.3,199.4,BUG
9,S,3.1,260,6578.0,75070.4,1.0,25.3,BUG
10,FTNT,1.7,108,8067.6,83138.0,2.4,74.7,BUG
11,NOC,0.5,28,14260.4,97398.4,9.2,509.3,BUG
12,NET,0.0,78,6427.2,103825.6,3.3,82.4,BUG
13,OKTA,-0.2,81,8019.0,111844.6,3.2,99.0,BUG
