Rank,Ticker,Momentum (%),Shares,Position ($),Sum ($),ATR20d ($),Price,ETF
1,AVPT,157.5,500,5050.0,5050.0,0.4,10.1,WCLD
2,SMAR,79.5,133,6171.2,11221.2,1.5,46.4,WCLD
3,QTWO,78.9,57,3910.2,15131.4,3.5,68.6,WCLD
4,CWAN,76.7,222,4972.8,20104.2,0.9,22.4,WCLD
5,WIX,68.9,30,4872.0,24976.2,6.6,162.4,WCLD
6,SQSP,67.2,1000,44200.0,69176.2,0.2,44.2,WCLD
7,ADBE,32.7,14,7508.2,76684.4,14.1,536.3,WCLD
8,MNDY,28.0,18,4062.6,80747.0,10.7,225.7,WCLD
9,NOW,3.3,6,4866.6,85613.6,32.2,811.1,WCLD
10,IOT,0.4,90,3438.0,89051.6,2.2,38.2,WCLD
11,NCNO,0.1,200,6420.0,95471.6,1.0,32.1,WCLD
12,BOX,-0.0,285,7837.5,103309.1,0.7,27.5,WCLD
13,S,-0.0,142,3095.6,106404.7,1.4,21.8,WCLD
14,OLO,-0.7,1000,5100.0,111504.7,0.2,5.1,WCLD
15,TWLO,-2.6,86,5194.4,116699.1,2.3,60.4,WCLD
16,PYPL,-7.9,95,6146.5,122845.6,2.1,64.7,WCLD
17,SHOP,-9.5,52,3603.6,126449.2,3.8,69.3,WCLD
18,PCTY,-13.8,31,4798.8,131248.0,6.4,154.8,WCLD
