Rank,Ticker,Momentum (%),Shares,Position ($),Sum ($),ATR20d ($),Price,ETF
1,PLTR,318.8,142,5680.0,5680.0,1.4,40.0,IGV
2,IOT,231.6,105,4998.0,10678.0,1.9,47.6,IGV
3,GWRE,147.7,62,11420.4,22098.4,3.2,184.2,IGV
4,APP,128.7,37,5168.9,27267.3,5.3,139.7,IGV
5,SMAR,128.5,200,11100.0,38367.3,1.0,55.5,IGV
6,VRNS,117.0,142,8023.0,46390.3,1.4,56.5,IGV
7,S,107.3,250,6025.0,52415.3,0.8,24.1,IGV
8,MANH,73.0,31,8754.4,61169.7,6.4,282.4,IGV
9,DT,40.6,200,10760.0,71929.7,1.0,53.8,IGV
10,AZPN,37.2,39,9324.9,81254.6,5.1,239.1,IGV
11,DBX,37.1,400,10160.0,91414.6,0.5,25.4,IGV
12,OTEX,36.1,333,11055.6,102470.2,0.6,33.2,IGV
13,ZM,28.4,153,10511.1,112981.3,1.3,68.7,IGV
14,DOCU,25.5,117,7464.6,120445.9,1.7,63.8,IGV
15,U,17.7,142,3095.6,123541.5,1.4,21.8,IGV
16,DSGX,10.3,100,10190.0,133731.5,2.0,101.9,IGV
17,GTLB,4.0,111,5572.2,139303.7,1.8,50.2,IGV
18,NTNX,2.9,111,6759.9,146063.6,1.8,60.9,IGV
19,BILL,0.9,90,4995.0,151058.6,2.2,55.5,IGV
20,ALTR,-0.4,83,7918.2,158976.8,2.4,95.4,IGV
21,MSTR,-0.8,19,3353.5,162330.3,10.5,176.5,IGV
22,HUBS,-13.5,15,8025.0,170355.3,13.1,535.0,IGV
