Rank,Ticker,Momentum (%),Shares,Position ($),Sum ($),ATR20d ($),Price,ETF
1,TPL,223.0,8,6872.0,6872.0,28.9,859.0,XOP
2,TRGP,96.3,70,10087.0,16959.0,3.4,144.1,XLE
3,KMI,44.9,599,12758.7,29717.7,0.4,21.3,XLE
4,WMB,41.3,266,12049.8,41767.5,0.9,45.3,XLE
5,WKC,31.0,342,9712.8,51480.3,0.7,28.4,XOP
6,CLNE,27.2,1199,3836.8,55317.1,0.2,3.2,XOP
7,BKR,23.3,266,9363.2,64680.3,0.9,35.2,XLE
8,CNX,19.3,342,9405.0,74085.3,0.7,27.5,XOP
9,OKE,14.7,141,12422.1,86507.4,1.7,88.1,XLE
10,VTS,4.9,266,6676.6,93184.0,0.9,25.1,XOP
11,MRO,1.5,399,11211.9,104395.9,0.6,28.1,XOP
12,XOM,-0.1,104,12095.2,116491.1,2.3,116.3,XOP
13,CRK,-0.1,479,5460.6,121951.7,0.5,11.4,XOP
14,WTI,-0.1,2399,5517.7,127469.4,0.1,2.3,XOP
15,CRC,-0.5,126,6526.8,133996.2,1.9,51.8,XOP
