Rank,Ticker,Momentum (%),Shares,Position ($),Sum ($),ATR20d ($),Price,ETF
1,MSTR,1857.3,7,2775.5,2775.5,32.2,396.5,IGV
2,PLTR,1145.1,54,3877.2,6652.7,4.4,71.8,IGV
3,BILL,517.8,63,5600.7,12253.4,3.8,88.9,IGV
4,DOCU,354.2,74,6630.4,18883.8,3.2,89.6,IGV
5,FIVN,245.1,171,6395.4,25279.2,1.4,37.4,IGV
6,CFLT,242.0,199,5313.3,30592.5,1.2,26.7,IGV
7,HUBS,217.2,12,8452.8,39045.3,19.1,704.4,IGV
8,ESTC,162.9,82,8232.8,47278.1,2.9,100.4,IGV
9,PCOR,155.4,99,7623.0,54901.1,2.4,77.0,IGV
10,DBX,94.9,399,12209.4,67110.5,0.6,30.6,IGV
11,ZM,80.7,114,8903.4,76013.9,2.1,78.1,IGV
12,ALTR,69.1,342,37756.8,113770.7,0.7,110.4,IGV
13,DSGX,47.4,109,12622.2,126392.9,2.2,115.8,IGV
14,MARA,43.9,159,3164.1,129557.0,1.5,19.9,IGV
15,GTLB,40.4,85,5355.0,134912.0,2.8,63.0,IGV
16,AZPN,27.2,95,23892.5,158804.5,2.5,251.5,IGV
17,QLYS,27.1,68,9316.0,168120.5,3.5,137.0,IGV
18,APPF,25.5,35,8816.5,176937.0,6.7,251.9,IGV
19,DLB,18.9,171,13902.3,190839.3,1.4,81.3,IGV
20,U,16.7,149,3248.2,194087.5,1.6,21.8,IGV
21,SMAR,6.9,2399,135543.5,329631.0,0.1,56.5,IGV
22,NTNX,5.8,133,8658.3,338289.3,1.8,65.1,IGV
23,SPSC,-0.1,41,7831.0,346120.3,5.8,191.0,IGV
