Rank,Ticker,Momentum (%),Shares,Position ($),Sum ($),ATR20d ($),Price,ETF
1,CRWD,194.6,21,7728.0,7728.0,12.8,368.0,BUG
2,ATEN,149.7,700,13090.0,20818.0,0.4,18.7,BUG
3,NET,125.4,66,7497.6,28315.6,4.2,113.6,BUG
4,FTNT,122.3,107,10475.3,38790.9,2.6,97.9,BUG
5,GEN,75.8,466,13933.4,52724.3,0.6,29.9,BUG
6,QLYS,62.8,73,10767.5,63491.8,3.8,147.5,BUG
7,PANW,49.9,25,9827.5,73319.3,11.1,393.1,BUG
8,CYBR,44.6,28,8775.2,82094.5,9.9,313.4,BUG
9,RPD,43.2,233,9250.1,91344.6,1.2,39.7,BUG
10,OSPN,36.2,466,8434.6,99779.2,0.6,18.1,BUG
11,ZS,19.9,35,6947.5,106726.7,7.9,198.5,BUG
12,RDWR,16.0,350,8120.0,114846.7,0.8,23.2,BUG
13,BB,11.9,2800,7560.0,122406.7,0.1,2.7,BUG
14,TENB,1.6,254,10566.4,132973.1,1.1,41.6,BUG
15,OKTA,-4.3,87,7134.0,140107.1,3.2,82.0,BUG
