Rank,Ticker,Momentum (%),Shares,Position ($),Sum ($),ATR20d ($),Price,ETF
1,OSPN,94.1,500,6250.0,6250.0,0.4,12.5,BUG
2,CRWD,34.7,16,6235.2,12485.2,12.1,389.7,BUG
3,GEN,28.5,333,8191.8,20677.0,0.6,24.6,BUG
4,PANW,26.1,22,7526.2,28203.2,9.0,342.1,BUG
5,RDWR,0.0,333,6360.3,34563.5,0.6,19.1,BUG
6,CYBR,-0.7,31,8503.3,43066.8,6.3,274.3,BUG
7,CHKP,-1.4,62,10502.8,53569.6,3.2,169.4,BUG
8,ZS,-9.6,33,6652.8,60222.4,5.9,201.6,BUG
9,VRNS,-14.7,153,7389.9,67612.3,1.3,48.3,BUG
10,OKTA,-20.5,86,8281.8,75894.1,2.3,96.3,BUG
11,NET,-38.3,86,7482.0,83376.1,2.3,87.0,BUG
