Rank,Ticker,Momentum (%),Shares,Position ($),Sum ($),ATR20d ($),Price,ETF
1,CRWD,185.9,19,6883.7,6883.7,15.1,362.3,BUG
2,ATEN,165.1,600,11100.0,17983.7,0.5,18.5,BUG
3,NET,152.8,68,7663.6,25647.3,4.4,112.7,BUG
4,FTNT,120.6,111,10789.2,36436.5,2.7,97.2,BUG
5,QLYS,66.2,83,11678.1,48114.6,3.6,140.7,BUG
6,GEN,53.8,428,11898.4,60013.0,0.7,27.8,BUG
7,CYBR,45.5,31,9892.1,69905.1,9.5,319.1,BUG
8,OSPN,44.0,428,7789.6,77694.7,0.7,18.2,BUG
9,PANW,42.6,46,8592.8,86287.5,6.4,186.8,BUG
10,RPD,33.1,250,9850.0,96137.5,1.2,39.4,BUG
11,BB,19.5,1500,5550.0,101687.5,0.2,3.7,BUG
12,ZS,14.9,36,6746.4,108433.9,8.3,187.4,BUG
13,RDWR,12.2,375,8475.0,116908.9,0.8,22.6,BUG
14,TLS,1.7,1500,5250.0,122158.9,0.2,3.5,BUG
15,OKTA,-0.5,88,7330.4,129489.3,3.4,83.3,BUG
