Rank,Ticker,Momentum (%),Shares,Position ($),Sum ($),ATR20d ($),Price,ETF
1,CRWD,338.8,13,4102.8,4102.8,17.3,315.6,BUG
2,CYBR,205.4,26,6734.0,10836.8,9.2,259.0,BUG
3,FTNT,195.8,109,7270.3,18107.1,2.2,66.7,BUG
4,OKTA,151.4,51,5411.1,23518.2,4.7,106.1,BUG
5,NET,149.2,58,5312.8,28831.0,4.1,91.6,BUG
6,VRNS,110.4,149,7286.1,36117.1,1.6,48.9,BUG
7,RDWR,85.9,399,7780.5,43897.6,0.6,19.5,BUG
8,TENB,71.7,159,7314.0,51211.6,1.5,46.0,BUG
9,CHKP,52.2,66,10863.6,62075.2,3.6,164.6,BUG
10,ATEN,27.0,599,8146.4,70221.6,0.4,13.6,BUG
11,OSPN,0.0,399,4109.7,74331.3,0.6,10.3,BUG
12,TLS,-0.1,799,3196.0,77527.3,0.3,4.0,BUG
