Rank,Ticker,Momentum (%),Shares,Position ($),Sum ($),ATR20d ($),Price,ETF
1,VST,1158.5,32,3011.2,3011.2,4.3,94.1,SP400
2,EME,425.5,14,5297.6,8308.8,9.6,378.4,SP400
3,SWAV,308.7,127,41922.7,50231.5,1.1,330.1,SP400
4,AR,303.2,127,4445.0,54676.5,1.1,35.0,SP400
5,WSM,280.0,17,5261.5,59938.0,7.9,309.5,SP400
6,FIX,250.1,10,3162.0,63100.0,13.1,316.2,SP400
7,CNM,242.5,100,6020.0,69120.0,1.4,60.2,SP400
8,MTZ,221.9,37,3970.1,73090.1,3.7,107.3,SP400
9,MPW,219.7,350,1750.0,74840.1,0.4,5.0,SP400
10,KEX,206.4,48,5644.8,80484.9,2.9,117.6,SP400
11,SFM,204.9,70,5502.0,85986.9,2.0,78.6,SP400
12,WING,168.7,11,4249.3,90236.2,12.3,386.3,SP400
13,PPC,168.4,175,6545.0,96781.2,0.8,37.4,SP400
14,THC,168.2,34,4369.0,101150.2,4.1,128.5,SP400
15,NVT,146.9,53,4240.0,105390.2,2.6,80.0,SP400
16,WFRD,145.2,33,4085.4,109475.6,4.2,123.8,SP400
17,MDU,143.9,350,8925.0,118400.6,0.4,25.5,SP400
18,DKS,143.5,28,5446.0,123846.6,5.0,194.5,SP400
19,PSTG,142.5,82,4854.4,128701.0,1.7,59.2,SP400
20,CBT,142.4,73,7475.2,136176.2,1.9,102.4,SP400
21,AA,141.1,93,3831.6,140007.8,1.5,41.2,SP400
22,ETRN,140.7,350,4865.0,144872.8,0.4,13.9,SP400
23,CELH,129.6,31,2883.0,147755.8,4.5,93.0,SP400
24,IBKR,126.9,60,7428.0,155183.8,2.3,123.8,SP400
25,CSL,122.4,13,5428.8,160612.6,10.3,417.6,SP400
26,TXRH,122.4,38,6444.8,167057.4,3.6,169.6,SP400
27,PR,121.8,280,4592.0,171649.4,0.5,16.4,SP400
28,SWX,112.3,87,6759.9,178409.3,1.6,77.7,SP400
29,CHX,111.7,200,6880.0,185289.3,0.7,34.4,SP400
30,ESAB,109.9,53,5724.0,191013.3,2.6,108.0,SP400
31,RRC,106.4,140,5292.0,196305.3,1.0,37.8,SP400
32,CROX,104.4,28,3945.2,200250.5,4.9,140.9,SP400
33,KBR,96.3,127,8331.2,208581.7,1.1,65.6,SP400
34,TTEK,95.4,28,6165.6,214747.3,5.0,220.2,SP400
35,LNTH,93.0,51,4064.7,218812.0,2.7,79.7,SP400
36,OVV,90.6,116,5776.8,224588.8,1.2,49.8,SP400
37,DTM,89.4,116,7760.4,232349.2,1.2,66.9,SP400
38,CNX,88.6,233,5661.9,238011.1,0.6,24.3,SP400
39,GTLS,88.5,24,3696.0,241707.1,5.7,154.0,SP400
40,TOL,86.7,37,4835.9,246543.0,3.7,130.7,SP400
41,ONTO,86.2,16,3576.0,250119.0,8.7,223.5,SP400
42,FLS,84.7,155,7688.0,257807.0,0.9,49.6,SP400
43,CR,84.6,35,5089.0,262896.0,3.9,145.4,SP400
44,GDDY,84.0,50,6785.0,269681.0,2.8,135.7,SP400
45,CLH,83.8,29,6179.9,275860.9,4.7,213.1,SP400
46,AVNT,83.4,140,6454.0,282314.9,1.0,46.1,SP400
47,CVLT,81.4,50,5560.0,287874.9,2.8,111.2,SP400
48,MEDP,80.9,9,3539.7,291414.6,15.5,393.3,SP400
49,EHC,80.6,93,7942.2,299356.8,1.5,85.4,SP400
50,CW,78.7,27,7511.4,306868.2,5.1,278.2,SP400
