Rank,Ticker,Momentum (%),Shares,Position ($),Sum ($),ATR20d ($),Price,ETF
1,RUN,389.1,216,3931.2,3931.2,1.2,18.2,SP400
2,COKE,218.6,9,11969.1,15900.3,27.8,1329.9,SP400
3,HALO,214.6,144,8524.8,24425.1,1.8,59.2,SP400
4,CVLT,188.8,63,8788.5,33213.6,4.1,139.5,SP400
5,SHC,177.1,520,8112.0,41325.6,0.5,15.6,SP400
6,BURL,167.1,35,9096.5,50422.1,7.4,259.9,SP400
7,VNO,158.0,288,9619.2,60041.3,0.9,33.4,SP400
8,SFM,145.4,104,10275.2,70316.5,2.5,98.8,SP400
9,UTHR,144.0,27,9331.2,79647.7,9.6,345.6,SP400
10,JLL,135.7,44,10780.0,90427.7,5.8,245.0,SP400
11,JEF,126.1,216,12117.6,102545.3,1.2,56.1,SP400
12,OHI,120.5,433,17146.8,119692.1,0.6,39.6,SP400
13,CRUS,120.3,55,7276.5,126968.6,4.7,132.3,SP400
14,PLNT,115.2,144,11750.4,138719.0,1.8,81.6,SP400
15,ADC,105.2,288,21600.0,160319.0,0.9,75.0,SP400
16,EVR,101.3,52,12173.2,172492.2,5.0,234.1,SP400
17,THC,97.9,66,10124.4,182616.6,3.9,153.4,SP400
18,NSA,91.3,288,13392.0,196008.6,0.9,46.5,SP400
19,COLB,91.1,371,8755.6,204764.2,0.7,23.6,SP400
20,PPC,90.6,236,10690.8,215455.0,1.1,45.3,SP400
21,HRB,87.6,136,8554.4,224009.4,1.9,62.9,SP400
22,IRT,86.3,866,17060.2,241069.6,0.3,19.7,SP400
23,CDP,83.8,520,15132.0,256201.6,0.5,29.1,SP400
24,MUSA,83.6,28,14229.6,270431.2,9.0,508.2,SP400
25,KRG,83.1,650,16705.0,287136.2,0.4,25.7,SP400
26,BRX,82.8,650,17680.0,304816.2,0.4,27.2,SP400
27,UMBF,82.6,104,10379.2,315195.4,2.5,99.8,SP400
28,CUBE,81.2,288,14918.4,330113.8,0.9,51.8,SP400
29,NEOG,80.2,433,6668.2,336782.0,0.6,15.4,SP400
30,KNSL,78.7,27,12460.5,349242.5,9.6,461.5,SP400
31,GDDY,77.3,83,12450.0,361692.5,3.1,150.0,SP400
32,MTG,75.5,520,12948.0,374640.5,0.5,24.9,SP400
33,CNO,73.6,371,12205.9,386846.4,0.7,32.9,SP400
34,EXLS,72.9,433,15371.5,402217.9,0.6,35.5,SP400
35,FR,71.2,288,16099.2,418317.1,0.9,55.9,SP400
36,LII,68.4,17,9428.2,427745.3,14.7,554.6,SP400
37,EXEL,68.3,520,13052.0,440797.3,0.5,25.1,SP400
38,DTM,68.2,200,15020.0,455817.3,1.3,75.1,SP400
39,PRI,67.2,74,18870.0,474687.3,3.5,255.0,SP400
40,SBRA,67.0,866,14895.2,489582.5,0.3,17.2,SP400
41,SRCL,66.4,650,40040.0,529622.5,0.4,61.6,SP400
42,CUZ,63.3,520,14716.0,544338.5,0.5,28.3,SP400
43,SSB,63.2,113,10542.9,554881.4,2.3,93.3,SP400
44,MANH,59.8,49,12284.3,567165.7,5.3,250.7,SP400
45,ERIE,59.4,24,12151.2,579316.9,10.6,506.3,SP400
46,KBH,57.6,113,8960.9,588277.8,2.3,79.3,SP400
47,EGP,56.6,96,17750.4,606028.2,2.7,184.9,SP400
48,COHR,56.5,76,5206.0,611234.2,3.4,68.5,SP400
49,CALX,55.6,236,8142.0,619376.2,1.1,34.5,SP400
50,GBCI,55.0,216,9374.4,628750.6,1.2,43.4,SP400
