Rank,Ticker,Momentum (%),Shares,Position ($),Sum ($),ATR20d ($),Price,ETF
1,MRVL,374.6,45,5080.5,5080.5,5.7,112.9,SOXX
2,RMBS,195.6,108,6652.8,11733.3,2.4,61.6,SOXX
3,AVGO,92.6,24,5311.2,17044.5,10.8,221.3,SOXX
4,CDNS,30.5,26,7737.6,24782.1,10.0,297.6,SOXX
5,TSM,28.0,27,5651.1,30433.2,9.4,209.3,SOXX
6,LSCC,22.7,104,5928.0,36361.2,2.5,57.0,SOXX
7,MKSI,4.5,56,6344.8,42706.0,4.6,113.3,SOXX
8,ASX,1.7,650,6565.0,49271.0,0.4,10.1,SOXX
9,SNPS,-0.0,15,7882.5,57153.5,16.3,525.5,SOXX
10,LRCX,-0.5,76,6163.6,63317.1,3.4,81.1,SOXX
11,KLAC,-2.1,9,6643.8,69960.9,27.9,738.2,SOXX
12,QCOM,-2.3,60,10374.0,80334.9,4.3,172.9,SOXX
13,ASML,-2.9,9,6653.7,86988.6,27.5,739.3,SOXX
