Rank,Ticker,Momentum (%),Shares,Position ($),Sum ($),ATR20d ($),Price,ETF
1,DELL,430.5,27,3769.2,3769.2,9.4,139.6,SPX
2,CEG,423.9,28,6081.6,9850.8,9.0,217.2,QQQ
3,NRG,347.2,68,5508.0,15358.8,3.8,81.0,SPX
4,GE,296.5,72,11887.2,27246.0,3.6,165.1,SPX
5,MU,242.5,63,7875.0,35121.0,4.1,125.0,QQQ
6,FSLR,215.3,21,5707.8,40828.8,12.2,271.8,SPX
7,FCX,184.0,162,8537.4,49366.2,1.6,52.7,SPX
8,MRNA,153.9,30,4278.0,53644.2,8.6,142.6,QQQ
9,DAL,145.9,260,13260.0,66904.2,1.0,51.0,SPX
10,NVDA,143.9,6,6577.8,73482.0,39.1,1096.3,QQQ
11,NEE,143.9,185,14800.0,88282.0,1.4,80.0,SPX
12,GRMN,129.1,113,18520.7,106802.7,2.3,163.9,SPX
13,MMM,127.7,136,13613.6,120416.3,1.9,100.1,SPX
14,TRGP,126.2,136,16075.2,136491.5,1.9,118.2,SPX
15,WDC,125.9,113,8508.9,145000.4,2.3,75.3,SPX
16,HWM,124.9,173,14653.1,159653.5,1.5,84.7,SPX
17,PWR,121.8,36,9932.4,169585.9,7.2,275.9,SPX
18,CMG,120.0,5,15647.5,185233.4,45.8,3129.5,SPX
19,NEM,117.3,260,10894.0,196127.4,1.0,41.9,SPX
20,PEG,108.0,236,17888.8,214016.2,1.1,75.8,SPX
21,WAB,107.3,104,17596.8,231613.0,2.5,169.2,SPX
22,APH,106.2,104,13769.6,245382.6,2.5,132.4,SPX
23,ETN,103.3,38,12650.2,258032.8,6.7,332.9,SPX
24,WRK,99.0,371,19885.6,277918.4,0.7,53.6,SPX
25,QCOM,97.5,48,9796.8,287715.2,5.4,204.1,QQQ
26,LDOS,94.4,144,21182.4,308897.6,1.8,147.1,SPX
27,HAS,93.4,162,9687.6,318585.2,1.6,59.8,SPX
28,GNRC,91.5,55,8096.0,326681.2,4.7,147.2,SPX
29,JCI,90.7,173,12438.7,339119.9,1.5,71.9,SPX
30,UAL,90.4,185,9805.0,348924.9,1.4,53.0,SPX
31,TT,88.2,41,13427.5,362352.4,6.2,327.5,SPX
32,NTAP,88.1,123,14809.2,377161.6,2.1,120.4,SPX
33,DPZ,86.0,30,15258.0,392419.6,8.5,508.6,SPX
34,TER,82.8,70,9863.0,402282.6,3.7,140.9,SPX
35,ZBRA,80.7,42,13116.6,415399.2,6.1,312.3,SPX
36,FANG,80.5,74,14748.2,430147.4,3.5,199.3,QQQ
37,ACGL,79.0,144,14774.4,444921.8,1.8,102.6,SPX
38,DD,77.3,200,16440.0,461361.8,1.3,82.2,SPX
39,TTD,75.4,83,7702.4,469064.2,3.1,92.8,QQQ
40,SCHW,73.0,152,11141.6,480205.8,1.7,73.3,SPX
41,WFC,72.9,260,15574.0,495779.8,1.0,59.9,SPX
42,EMN,70.9,173,17524.9,513304.7,1.5,101.3,SPX
43,GOOGL,67.6,83,14317.5,527622.2,3.1,172.5,QQQ
44,GOOG,67.5,83,14442.0,542064.2,3.1,174.0,QQQ
45,GS,67.5,36,16434.0,558498.2,7.2,456.5,SPX
46,RTX,66.7,200,21560.0,580058.2,1.3,107.8,SPX
47,TSCO,66.2,54,15406.2,595464.4,4.8,285.3,SPX
48,XYL,64.7,113,15933.0,611397.4,2.3,141.0,SPX
49,EBAY,64.7,236,12791.2,624188.6,1.1,54.2,SPX
50,WMB,64.6,433,17969.5,642158.1,0.6,41.5,SPX
