Rank,Ticker,Momentum (%),Shares,Position ($),Sum ($),ATR20d ($),Price,ETF
1,UAL,692.5,93,8481.6,8481.6,3.0,91.2,SPX
2,AXON,302.6,14,8390.2,16871.8,19.7,599.3,SPX
3,DASH,272.7,68,11519.2,28391.0,4.1,169.4,QQQ
4,DAL,196.0,147,9422.7,37813.7,1.9,64.1,SPX
5,NCLH,184.7,280,7392.0,45205.7,1.0,26.4,SPX
6,FTNT,176.0,103,9702.6,54908.3,2.7,94.2,QQQ
7,PYPL,167.8,127,10896.6,65804.9,2.2,85.8,QQQ
8,RCL,158.1,43,9954.5,75759.4,6.5,231.5,SPX
9,ORCL,154.1,75,13777.5,89536.9,3.7,183.7,SPX
10,DAY,152.7,107,7982.2,97519.1,2.6,74.6,SPX
11,FICO,152.6,5,11305.0,108824.1,55.4,2261.0,SPX
12,TRGP,146.0,57,11172.0,119996.1,4.9,196.0,SPX
13,CEG,144.6,31,6953.3,126949.4,9.0,224.3,QQQ
14,FI,143.1,70,14763.0,141712.4,4.0,210.9,SPX
15,RJF,138.3,68,10927.6,152640.0,4.1,160.7,SPX
16,LYV,135.8,96,12384.0,165024.0,2.9,129.0,SPX
17,TTD,134.0,62,7328.4,172352.4,4.5,118.2,QQQ
18,EXPE,130.2,54,9795.6,182148.0,5.1,181.4,SPX
19,CCL,128.1,400,9720.0,191868.0,0.7,24.3,SPX
20,AAL,126.0,560,8064.0,199932.0,0.5,14.4,SPX
21,FFIV,124.6,50,11920.0,211852.0,5.5,238.4,SPX
22,ETR,123.1,70,10437.0,222289.0,4.0,149.1,SPX
23,BX,117.5,70,12698.0,234987.0,4.0,181.4,SPX
24,PODD,116.2,34,8843.4,243830.4,8.1,260.1,SPX
25,AMP,115.1,23,12935.2,256765.6,11.9,562.4,SPX
26,NOW,114.8,11,11125.4,267891.0,23.8,1011.4,SPX
27,MKTX,114.5,44,11510.4,279401.4,6.3,261.6,SPX
28,LVS,114.1,233,11184.0,290585.4,1.2,48.0,SPX
29,CBRE,113.5,75,9765.0,300350.4,3.7,130.2,SPX
30,TMUS,110.0,65,15314.0,315664.4,4.3,235.6,QQQ
31,MRVL,109.6,90,7902.0,323566.4,3.1,87.8,QQQ
32,WMB,106.6,254,14351.0,337917.4,1.1,56.5,SPX
33,RL,103.3,46,9586.4,347503.8,6.0,208.4,SPX
34,GILD,103.2,133,11757.2,359261.0,2.1,88.4,QQQ
35,PNR,101.6,116,12284.4,371545.4,2.4,105.9,SPX
36,PWR,100.1,33,10668.9,382214.3,8.4,323.3,SPX
37,HWM,99.8,90,10080.0,392294.3,3.1,112.0,SPX
38,BKNG,93.9,2,9950.4,402244.7,99.7,4975.2,QQQ
39,ADSK,91.7,45,13459.5,415704.2,6.1,299.1,QQQ
40,BK,90.9,215,16834.5,432538.7,1.3,78.3,SPX
41,WELL,90.8,100,13600.0,446138.7,2.8,136.0,SPX
42,BLK,89.5,14,14663.6,460802.3,19.8,1047.4,SPX
43,VFC,89.2,233,4706.6,465508.9,1.2,20.2,SPX
44,ILMN,88.9,58,7835.8,473344.7,4.8,135.1,QQQ
45,KMI,88.8,560,15288.0,488632.7,0.5,27.3,SPX
46,HUBB,88.7,22,9627.2,498259.9,12.4,437.6,SPX
47,WAB,86.8,84,16396.8,514656.7,3.3,195.2,SPX
48,CSCO,85.7,280,16100.0,530756.7,1.0,57.5,QQQ
49,PKG,85.2,70,16506.0,547262.7,4.0,235.8,SPX
50,CMA,85.2,147,10128.3,557391.0,1.9,68.9,SPX
