Rank,Ticker,Momentum (%),Shares,Position ($),Sum ($),ATR20d ($),Price,ETF
1,APP,822.2,74,5594.4,5594.4,3.5,75.6,IGV
2,NTNX,207.1,113,7141.6,12736.0,2.3,63.2,IGV
3,PLTR,168.7,288,6537.6,19273.6,0.9,22.7,IGV
4,APPF,122.5,34,7527.6,26801.2,7.5,221.4,IGV
5,PCOR,90.5,130,9542.0,36343.2,2.0,73.4,IGV
6,HUBS,61.5,10,6633.0,42976.2,24.3,663.3,IGV
7,MANH,38.9,65,15457.0,58433.2,4.0,237.8,IGV
8,DSGX,26.6,173,15345.1,73778.3,1.5,88.7,IGV
9,GWRE,26.5,123,13677.6,87455.9,2.1,111.2,IGV
10,TENB,18.3,200,9700.0,97155.9,1.3,48.5,IGV
11,ALTR,11.5,108,8866.8,106022.7,2.4,82.1,IGV
12,DOCU,0.1,152,8952.8,114975.5,1.7,58.9,IGV
13,AZPN,-0.0,54,11421.0,126396.5,4.8,211.5,IGV
