Rank,Ticker,Momentum (%),Shares,Position ($),Sum ($),ATR20d ($),Price,ETF
1,EGY,297.5,1400,8680.0,8680.0,0.2,6.2,XOP
2,AR,254.9,254,8458.2,17138.2,1.1,33.3,XOP
3,SM,196.3,186,9151.2,26289.4,1.5,49.2,XOP
4,TRGP,195.5,127,14376.4,40665.8,2.2,113.2,XLE
5,FANG,168.8,63,12738.6,53404.4,4.4,202.2,XOP
6,PR,149.9,560,9296.0,62700.4,0.5,16.6,XOP
7,MGY,134.6,400,10360.0,73060.4,0.7,25.9,XOP
8,OVV,110.8,215,10728.5,83788.9,1.3,49.9,XOP
9,REX,108.5,155,9176.0,92964.9,1.8,59.2,XOP
10,VLO,105.5,63,9834.3,102799.2,4.4,156.1,XOP
11,GPOR,104.6,59,8714.3,111513.5,4.7,147.7,XOP
12,VTLE,102.6,155,7610.5,119124.0,1.8,49.1,XOP
13,BRY,97.5,933,6904.2,126028.2,0.3,7.4,XOP
14,RRC,90.2,280,9940.0,135968.2,1.0,35.5,XOP
15,MPC,87.5,51,9159.6,145127.8,5.4,179.6,XOP
16,DVN,84.3,254,12725.4,157853.2,1.1,50.1,XOP
17,XOM,80.4,127,14986.0,172839.2,2.2,118.0,XOP
18,CNX,79.0,466,10857.8,183697.0,0.6,23.3,XOP
19,MRO,77.5,400,10640.0,194337.0,0.7,26.6,XOP
20,NOG,76.9,254,10083.8,204420.8,1.1,39.7,XOP
21,MTDR,68.1,155,9920.0,214340.8,1.8,64.0,XOP
22,SBOW,65.0,186,6082.2,220423.0,1.5,32.7,XOP
23,TPL,64.7,15,9355.5,229778.5,17.6,623.7,XOP
24,CHRD,59.6,73,13103.5,242882.0,3.8,179.5,XOP
25,MUR,59.3,254,11226.8,254108.8,1.1,44.2,XOP
26,EOG,59.1,107,13920.7,268029.5,2.6,130.1,XOP
27,OXY,57.2,200,12720.0,280749.5,1.4,63.6,XOP
28,CRK,52.8,700,7070.0,287819.5,0.4,10.1,XOP
29,CIVI,52.4,140,10668.0,298487.5,2.0,76.2,XOP
30,OKE,49.6,186,14898.6,313386.1,1.5,80.1,XLE
31,COP,47.2,116,14140.4,327526.5,2.4,121.9,XOP
32,WMB,43.9,400,15840.0,343366.5,0.7,39.6,XLE
33,CTRA,42.0,466,13094.6,356461.1,0.6,28.1,XOP
34,SWN,41.6,1400,10080.0,366541.1,0.2,7.2,XOP
35,HES,39.1,90,14436.0,380977.1,3.1,160.4,XOP
36,CVX,32.5,103,17077.4,398054.5,2.7,165.8,XOP
37,VTS,29.8,466,11230.6,409285.1,0.6,24.1,XOP
38,HAL,22.7,280,10388.0,419673.1,1.0,37.1,XLE
39,WKC,21.1,400,9880.0,429553.1,0.7,24.7,XOP
40,STR,19.2,466,10904.4,440457.5,0.6,23.4,XOP
41,KMI,14.2,933,17820.3,458277.8,0.3,19.1,XLE
42,BKR,9.3,400,12920.0,471197.8,0.7,32.3,XLE
43,EQT,4.5,233,9063.7,480261.5,1.2,38.9,XOP
44,CRGY,-0.0,700,8540.0,488801.5,0.4,12.2,XOP
45,KOS,-3.1,1400,8540.0,497341.5,0.2,6.1,XOP
