Rank,Ticker,Momentum (%),Shares,Position ($),Sum ($),ATR20d ($),Price,ETF
1,FTNT,161.5,141,11110.8,11110.8,1.7,78.8,BUG
2,S,67.7,239,6214.0,17324.8,1.0,26.0,BUG
3,NOC,59.7,29,14703.0,32027.8,8.1,507.0,BUG
4,RDWR,56.3,266,5772.2,37800.0,0.9,21.7,BUG
5,GEN,32.3,399,11291.7,49091.7,0.6,28.3,BUG
6,OSPN,31.8,399,6463.8,55555.5,0.6,16.2,BUG
7,CYBR,14.3,29,8009.8,63565.3,8.2,276.2,BUG
8,PANW,14.2,25,9065.0,72630.3,9.5,362.6,BUG
9,ATEN,10.0,799,11665.4,84295.7,0.3,14.6,BUG
10,NET,8.1,85,7446.0,91741.7,2.8,87.6,BUG
11,RPD,-0.2,199,7960.0,99701.7,1.2,40.0,BUG
12,CRWD,-0.7,24,7274.4,106976.1,9.9,303.1,BUG
