Rank,Ticker,Momentum (%),Shares,Position ($),Sum ($),ATR20d ($),Price,ETF
1,AVPT,162.3,700,7560.0,7560.0,0.4,10.8,WCLD
2,CWAN,98.0,311,7339.6,14899.6,0.9,23.6,WCLD
3,SMAR,91.9,200,9900.0,24799.6,1.4,49.5,WCLD
4,QTWO,80.5,84,6056.4,30856.0,3.3,72.1,WCLD
5,WIX,67.1,43,7034.8,37890.8,6.5,163.6,WCLD
6,SQSP,58.6,933,42264.9,80155.7,0.3,45.3,WCLD
7,MNDY,55.1,23,6058.2,86213.9,11.9,263.4,WCLD
8,ADBE,39.9,19,10516.5,96730.4,14.5,553.5,WCLD
9,NOW,12.9,9,7448.4,104178.8,30.4,827.6,WCLD
10,NCNO,7.8,280,9576.0,113754.8,1.0,34.2,WCLD
11,ESTC,7.6,58,6310.4,120065.2,4.8,108.8,WCLD
12,ZS,2.0,40,7716.0,127781.2,7.0,192.9,WCLD
13,TOST,1.9,233,5755.1,133536.3,1.2,24.7,WCLD
14,IOT,1.1,133,5226.9,138763.2,2.1,39.3,WCLD
15,BOX,0.3,400,11240.0,150003.2,0.7,28.1,WCLD
16,S,0.1,233,5405.6,155408.8,1.2,23.2,WCLD
17,RNG,0.0,164,5543.2,160952.0,1.7,33.8,WCLD
18,OLO,0.0,1400,7420.0,168372.0,0.2,5.3,WCLD
19,BRZE,-0.4,147,6203.4,174575.4,1.9,42.2,WCLD
20,TWLO,-0.6,121,7405.2,181980.6,2.3,61.2,WCLD
21,NET,-0.7,75,6180.0,188160.6,3.7,82.4,WCLD
22,SHOP,-1.1,82,6117.2,194277.8,3.4,74.6,WCLD
23,OKTA,-1.6,80,7736.0,202013.8,3.5,96.7,WCLD
24,PYPL,-1.9,121,8228.0,210241.8,2.3,68.0,WCLD
25,DOCN,-3.3,147,5512.5,215754.3,1.9,37.5,WCLD
26,PCTY,-7.2,45,6921.0,222675.3,6.1,153.8,WCLD
27,DOCU,-7.8,164,9315.2,231990.5,1.7,56.8,WCLD
28,WK,-13.1,103,8054.6,240045.1,2.7,78.2,WCLD
