Rank,Ticker,Momentum (%),Shares,Position ($),Sum ($),ATR20d ($),Price,ETF
1,TSLA,669.9,12,4879.2,4879.2,23.0,406.6,QQQ
2,UAL,654.5,66,6930.0,11809.2,4.2,105.0,SPX
3,MRVL,456.9,66,8184.0,19993.2,4.2,124.0,QQQ
4,AAL,385.7,400,6800.0,26793.2,0.7,17.0,SPX
5,TPR,377.1,164,12250.8,39044.0,1.7,74.7,SPX
6,TEAM,307.4,35,9268.0,48312.0,8.0,264.8,QQQ
7,AXON,281.6,15,9154.5,57466.5,17.6,610.3,SPX
8,LULU,250.1,23,9200.0,66666.5,11.7,400.0,QQQ
9,EQT,202.7,215,11545.5,78212.0,1.3,53.7,SPX
10,SYF,161.2,186,13131.6,91343.6,1.5,70.6,SPX
11,CCL,147.6,350,8890.0,100233.6,0.8,25.4,SPX
12,JBL,143.8,73,12650.9,112884.5,3.8,173.3,SPX
13,DFS,133.4,57,11519.7,124404.2,4.9,202.1,SPX
14,RCL,126.0,45,10444.5,134848.7,6.2,232.1,SPX
15,WBD,118.1,933,9516.6,144365.3,0.3,10.2,QQQ
16,NFLX,117.9,9,8798.4,153163.7,29.4,977.6,QQQ
17,RL,115.9,45,11520.0,164683.7,6.1,256.0,SPX
18,DAL,115.3,127,8534.4,173218.1,2.2,67.2,SPX
19,CRWD,114.4,22,8247.8,181465.9,12.4,374.9,QQQ
20,WFC,112.6,186,14377.8,195843.7,1.5,77.3,SPX
21,KMI,111.2,466,14119.8,209963.5,0.6,30.3,SPX
22,RJF,110.1,84,14498.4,224461.9,3.3,172.6,SPX
23,AVGO,103.3,34,8319.8,232781.7,8.2,244.7,QQQ
24,EXPE,102.3,53,9073.6,241855.3,5.2,171.2,SPX
25,BBWI,101.4,233,8621.0,250476.3,1.2,37.0,SPX
26,FTNT,100.2,116,11240.4,261716.7,2.4,96.9,QQQ
27,FOX,99.0,350,16275.0,277991.7,0.8,46.5,SPX
28,LYV,97.0,112,15758.4,293750.1,2.5,140.7,SPX
29,COF,95.2,60,12210.0,305960.1,4.6,203.5,SPX
30,GRMN,91.6,82,17564.4,323524.5,3.4,214.2,SPX
31,AMZN,89.0,57,13389.3,336913.8,4.9,234.9,QQQ
32,TRGP,88.1,58,12127.8,349041.6,4.8,209.1,SPX
33,DASH,87.3,68,12464.4,361506.0,4.1,183.3,QQQ
34,TTWO,86.9,66,12243.0,373749.0,4.2,185.5,QQQ
35,C,86.6,164,13366.0,387115.0,1.7,81.5,SPX
36,FFIV,86.0,62,16926.0,404041.0,4.5,273.0,SPX
37,TRMB,85.1,186,14396.4,418437.4,1.5,77.4,SPX
38,ETR,78.5,175,14437.5,432874.9,1.6,82.5,SPX
39,CRM,77.8,37,12354.3,445229.2,7.5,333.9,SPX
40,NOW,77.6,11,12375.0,457604.2,25.0,1125.0,SPX
41,FOXA,76.1,350,17185.0,474789.2,0.8,49.1,SPX
42,GOOG,75.1,63,12719.7,487508.9,4.4,201.9,QQQ
43,GOOGL,75.1,63,12612.6,500121.5,4.4,200.2,QQQ
44,DDOG,75.0,75,10575.0,510696.5,3.7,141.0,QQQ
45,ANET,74.9,75,9690.0,520386.5,3.7,129.2,SPX
46,MS,74.7,93,12815.4,533201.9,3.0,137.8,SPX
47,DXCM,73.6,103,9146.4,542348.3,2.7,88.8,QQQ
48,NCLH,72.8,311,7992.7,550341.0,0.9,25.7,SPX
49,BKR,70.7,280,12740.0,563081.0,1.0,45.5,QQQ
50,GS,67.9,20,12738.0,575819.0,13.7,636.9,SPX
