Rank,Ticker,Momentum (%),Shares,Position ($),Sum ($),ATR20d ($),Price,ETF
1,TOST,140.1,355,8484.5,8484.5,0.9,23.9,WCLD
2,QTWO,90.9,168,8954.4,17438.9,1.9,53.3,WCLD
3,APPF,72.4,39,9469.2,26908.1,8.1,242.8,WCLD
4,FROG,68.3,200,8400.0,35308.1,1.6,42.0,WCLD
5,SQSP,40.2,355,12602.5,47910.6,0.9,35.5,WCLD
6,HUBS,37.7,11,6942.1,54852.7,27.3,631.1,WCLD
7,OKTA,35.4,128,11814.4,66667.1,2.5,92.3,WCLD
8,CRWD,30.0,32,9731.2,76398.3,10.0,304.1,WCLD
9,BOX,11.1,640,17216.0,93614.3,0.5,26.9,WCLD
10,SQ,9.5,100,7450.0,101064.3,3.2,74.5,WCLD
11,PYPL,3.6,200,13200.0,114264.3,1.6,66.0,WCLD
12,AVDX,2.3,800,9600.0,123864.3,0.4,12.0,WCLD
13,IOT,1.5,246,8856.0,132720.3,1.3,36.0,WCLD
14,DDOG,0.1,65,8541.0,141261.3,4.9,131.4,WCLD
15,ZUO,0.1,800,7920.0,149181.3,0.4,9.9,WCLD
16,DOCU,-0.2,188,10753.6,159934.9,1.7,57.2,WCLD
17,AVPT,-1.6,1600,12960.0,172894.9,0.2,8.1,WCLD
