Rank,Ticker,Momentum (%),Shares,Position ($),Sum ($),ATR20d ($),Price,ETF
1,PLTR,298.7,200,7440.0,7440.0,1.3,37.2,IGV
2,GWRE,120.8,57,9946.5,17386.5,4.5,174.5,IGV
3,VRNS,109.0,152,8496.8,25883.3,1.7,55.9,IGV
4,SMAR,97.3,152,7812.8,33696.1,1.7,51.4,IGV
5,MANH,56.7,40,11036.0,44732.1,6.4,275.9,IGV
6,IOT,44.6,113,5582.2,50314.3,2.3,49.4,IGV
7,S,39.5,236,5758.4,56072.7,1.1,24.4,IGV
8,APP,19.1,50,6305.0,62377.7,5.1,126.1,IGV
9,OTEX,14.3,371,12168.8,74546.5,0.7,32.8,IGV
10,DT,7.8,288,14774.4,89320.9,0.9,51.3,IGV
11,DBX,7.3,433,10695.1,100016.0,0.6,24.7,IGV
12,ZM,3.6,162,10935.0,110951.0,1.6,67.5,IGV
13,AZPN,2.8,41,9659.6,120610.6,6.2,235.6,IGV
14,DSGX,2.2,118,12095.0,132705.6,2.2,102.5,IGV
15,SPSC,0.4,55,10741.5,143447.1,4.7,195.3,IGV
16,DOCU,0.2,152,8816.0,152263.1,1.7,58.0,IGV
17,GTLB,-0.0,104,5408.0,157671.1,2.5,52.0,IGV
18,BILL,-0.3,92,4995.6,162666.7,2.8,54.3,IGV
19,ALTR,-1.4,113,10667.2,173333.9,2.3,94.4,IGV
20,U,-1.6,200,4160.0,177493.9,1.3,20.8,IGV
21,NTNX,-2.4,113,6870.4,184364.3,2.3,60.8,IGV
22,MSTR,-13.4,26,3764.8,188129.1,9.8,144.8,IGV
