Rank,Ticker,Momentum (%),Shares,Position ($),Sum ($),ATR20d ($),Price,ETF
1,OSPN,73.9,500,6400.0,6400.0,0.4,12.8,BUG
2,PANW,56.2,21,7066.5,13466.5,9.3,336.5,BUG
3,CRWD,48.4,17,6312.1,19778.6,11.3,371.3,BUG
4,GEN,33.7,400,10200.0,29978.6,0.5,25.5,BUG
5,TLS,0.1,666,2730.6,32709.2,0.3,4.1,BUG
6,CYBR,-0.0,32,8636.8,41346.0,6.2,269.9,BUG
7,RDWR,0.0,333,6327.0,47673.0,0.6,19.0,BUG
8,CHKP,-0.1,60,10308.0,57981.0,3.3,171.8,BUG
9,ZS,-0.6,32,6460.8,64441.8,6.2,201.9,BUG
10,VRNS,-4.7,133,6583.5,71025.3,1.5,49.5,BUG
