Rank,Ticker,Momentum (%),Shares,Position ($),Sum ($),ATR20d ($),Price,ETF
1,BB,1031.9,1000,5700.0,5700.0,0.3,5.7,BUG
2,NET,365.4,42,7190.4,12890.4,7.1,171.2,BUG
3,ATEN,184.3,500,10800.0,23690.4,0.6,21.6,BUG
4,CYBR,128.0,24,9919.2,33609.6,12.1,413.3,BUG
5,CRWD,122.4,19,8582.3,42191.9,15.1,451.7,BUG
6,OKTA,98.7,100,9630.0,51821.9,3.0,96.3,BUG
7,OSPN,94.8,428,8645.6,60467.5,0.7,20.2,BUG
8,FTNT,88.8,96,10713.6,71181.1,3.1,111.6,BUG
9,QLYS,5.1,66,9490.8,80671.9,4.5,143.8,BUG
10,CHKP,1.8,50,11105.0,91776.9,5.9,222.1,BUG
11,ZS,1.4,49,10422.3,102199.2,6.1,212.7,BUG
12,PANW,0.0,48,9600.0,111799.2,6.2,200.0,BUG
13,RDWR,-0.1,500,12000.0,123799.2,0.6,24.0,BUG
14,TLS,-8.3,1500,5250.0,129049.2,0.2,3.5,BUG
15,S,-13.8,375,9300.0,138349.2,0.8,24.8,BUG
