Rank,Ticker,Momentum (%),Shares,Position ($),Sum ($),ATR20d ($),Price,ETF
1,FTNT,182.8,141,11322.3,11322.3,1.7,80.3,BUG
2,CHKP,88.9,58,12017.6,23339.9,4.1,207.2,BUG
3,NOC,85.5,26,13501.8,36841.7,9.1,519.3,BUG
4,S,79.8,239,6285.7,43127.4,1.0,26.3,BUG
5,VRNS,78.2,159,9047.1,52174.5,1.5,56.9,BUG
6,RDWR,75.0,342,7660.8,59835.3,0.7,22.4,BUG
7,OSPN,50.5,479,6993.4,66828.7,0.5,14.6,BUG
8,GEN,35.0,599,16173.0,83001.7,0.4,27.0,BUG
9,CYBR,17.5,26,7540.0,90541.7,9.0,290.0,BUG
10,PANW,15.2,25,9160.0,99701.7,9.5,366.4,BUG
11,ATEN,5.8,799,11585.5,111287.2,0.3,14.5,BUG
12,NET,5.6,82,7281.6,118568.8,2.9,88.8,BUG
13,RPD,-1.1,199,7741.1,126309.9,1.2,38.9,BUG
14,ZS,-1.3,44,8140.0,134449.9,5.4,185.0,BUG
15,TENB,-2.3,239,9942.4,144392.3,1.0,41.6,BUG
