Rank,Ticker,Momentum (%),Shares,Position ($),Sum ($),ATR20d ($),Price,ETF
1,FTNT,170.2,96,8908.8,8908.8,2.9,92.8,BUG
2,CRWD,138.0,24,8935.2,17844.0,11.6,372.3,BUG
3,S,63.4,311,8863.5,26707.5,0.9,28.5,BUG
4,NET,61.1,66,6877.2,33584.7,4.2,104.2,BUG
5,ATEN,59.1,700,11620.0,45204.7,0.4,16.6,BUG
6,GEN,53.7,400,12080.0,57284.7,0.7,30.2,BUG
7,PANW,50.8,25,9585.0,66869.7,10.8,383.4,BUG
8,CYBR,39.6,24,7672.8,74542.5,11.3,319.7,BUG
9,OSPN,21.2,350,6265.0,80807.5,0.8,17.9,BUG
10,RDWR,21.1,280,6496.0,87303.5,1.0,23.2,BUG
11,RPD,10.4,175,7507.5,94811.0,1.6,42.9,BUG
12,ZS,5.3,44,9284.0,104095.0,6.3,211.0,BUG
13,QLYS,0.2,48,7363.2,111458.2,5.8,153.4,BUG
14,TENB,-0.6,215,9116.0,120574.2,1.3,42.4,BUG
