Rank,Ticker,Momentum (%),Shares,Position ($),Sum ($),ATR20d ($),Price,ETF
1,RUN,319.6,218,4185.6,4185.6,1.1,19.2,SP400
2,VNO,217.4,239,8699.6,12885.2,1.0,36.4,SP400
3,SHC,210.6,399,6703.2,19588.4,0.6,16.8,SP400
4,COKE,187.4,7,9079.0,28667.4,32.7,1297.0,SP400
5,HALO,178.1,133,8285.9,36953.3,1.8,62.3,SP400
6,CVLT,175.6,58,8572.4,45525.7,4.1,147.8,SP400
7,SFM,140.2,92,9393.2,54918.9,2.6,102.1,SP400
8,BURL,136.1,33,9157.5,64076.4,7.1,277.5,SP400
9,OHI,130.0,399,16199.4,80275.8,0.6,40.6,SP400
10,JLL,127.1,42,10680.6,90956.4,5.7,254.3,SP400
11,UTHR,120.6,26,8816.6,99773.0,9.1,339.1,SP400
12,JEF,116.5,199,11641.5,111414.5,1.2,58.5,SP400
13,ADC,113.2,266,20402.2,131816.7,0.9,76.7,SP400
14,PLNT,100.5,141,11618.4,143435.1,1.7,82.4,SP400
15,BRX,97.8,599,16772.0,160207.1,0.4,28.0,SP400
16,ERIE,97.0,19,9899.0,170106.1,12.4,521.0,SP400
17,COLB,96.9,342,8344.8,178450.9,0.7,24.4,SP400
18,KRG,94.2,599,16053.2,194504.1,0.4,26.8,SP400
19,UMBF,92.2,95,9984.5,204488.6,2.5,105.1,SP400
20,EXEL,91.3,479,12693.5,217182.1,0.5,26.5,SP400
21,CDP,91.3,479,14417.9,231600.0,0.5,30.1,SP400
22,NSA,90.0,266,12688.2,244288.2,0.9,47.7,SP400
23,CUBE,87.3,239,12906.0,257194.2,1.0,54.0,SP400
24,THC,86.4,55,8932.0,266126.2,4.3,162.4,SP400
25,HRB,85.4,126,7963.2,274089.4,1.9,63.2,SP400
26,PPC,84.2,218,8807.2,282896.6,1.1,40.4,SP400
27,KNSL,84.0,23,10683.5,293580.1,10.1,464.5,SP400
28,EVR,83.7,42,10033.8,303613.9,5.7,238.9,SP400
29,CUZ,82.1,479,14082.6,317696.5,0.5,29.4,SP400
30,IRT,80.6,599,12579.0,330275.5,0.4,21.0,SP400
31,MTG,78.0,479,12070.8,342346.3,0.5,25.2,SP400
32,SBRA,76.8,799,14861.4,357207.7,0.3,18.6,SP400
33,EXLS,75.9,399,14523.6,371731.3,0.6,36.4,SP400
34,FR,75.8,266,14975.8,386707.1,0.9,56.3,SP400
35,MUSA,73.2,23,12263.6,398970.7,10.0,533.2,SP400
36,CRUS,71.8,51,6793.2,405763.9,4.7,133.2,SP400
37,SSB,71.6,104,9869.6,415633.5,2.3,94.9,SP400
38,CNO,70.9,342,11286.0,426919.5,0.7,33.0,SP400
39,ELS,62.1,199,15163.8,442083.3,1.2,76.2,SP400
40,FFIN,61.4,266,9788.8,451872.1,0.9,36.8,SP400
41,PRI,58.4,64,16294.4,468166.5,3.7,254.6,SP400
42,DTM,57.8,184,14131.2,482297.7,1.3,76.8,SP400
43,GDDY,56.6,72,10965.6,493263.3,3.3,152.3,SP400
44,PB,55.3,159,11527.5,504790.8,1.5,72.5,SP400
45,GBCI,54.9,199,8815.7,513606.5,1.2,44.3,SP400
46,GLPI,54.8,342,17647.2,531253.7,0.7,51.6,SP400
47,MANH,54.7,41,10811.7,542065.4,5.8,263.7,SP400
48,KBH,53.9,95,8170.0,550235.4,2.5,86.0,SP400
49,LII,53.5,15,8868.0,559103.4,15.0,591.2,SP400
50,HLI,52.6,77,11865.7,570969.1,3.1,154.1,SP400
