Rank,Ticker,Momentum (%),Shares,Position ($),Sum ($),ATR20d ($),Price,ETF
1,TRGP,105.9,55,9119.0,9119.0,3.6,165.8,XLE
2,CNX,95.4,200,7260.0,16379.0,1.0,36.3,XOP
3,TPL,88.6,5,5292.0,21671.0,33.8,1058.4,XOP
4,OKE,67.6,105,10143.0,31814.0,1.9,96.6,XLE
5,WKC,64.6,285,8778.0,40592.0,0.7,30.8,XOP
6,KMI,42.7,500,12350.0,52942.0,0.4,24.7,XLE
7,WMB,40.3,222,11211.0,64153.0,0.9,50.5,XLE
8,CLNE,14.0,2000,5800.0,69953.0,0.1,2.9,XOP
9,BKR,9.9,200,7540.0,77493.0,1.0,37.7,XLE
10,XOM,5.6,80,9888.0,87381.0,2.5,123.6,XOP
11,CRC,1.7,117,6282.9,93663.9,1.7,53.7,XOP
12,VTS,0.7,285,7324.5,100988.4,0.7,25.7,XOP
13,EOG,0.7,68,9003.2,109991.6,2.9,132.4,XOP
14,MGY,0.0,250,6750.0,116741.6,0.8,27.0,XOP
15,WTI,0.0,2000,4400.0,121141.6,0.1,2.2,XOP
16,CRK,-0.0,500,6050.0,127191.6,0.4,12.1,XOP
17,REX,-0.1,142,6603.0,133794.6,1.4,46.5,XOP
18,CRGY,-0.5,400,5400.0,139194.6,0.5,13.5,XOP
19,NOG,-0.6,166,6623.4,145818.0,1.2,39.9,XOP
20,MRO,-0.8,285,8008.5,153826.5,0.7,28.1,XOP
21,PSX,-5.0,62,8456.8,162283.3,3.2,136.4,XOP
22,GPOR,-5.6,52,7794.8,170078.1,3.8,149.9,XOP
23,EQT,-6.0,200,7480.0,177558.1,1.0,37.4,XOP
24,SLB,-6.4,181,8108.8,185666.9,1.1,44.8,XLE
25,FANG,-6.8,34,6630.0,192296.9,5.8,195.0,XOP
26,STR,-9.7,285,6726.0,199022.9,0.7,23.6,XOP
27,CVX,-10.2,71,10749.4,209772.3,2.8,151.4,XOP
28,SM,-10.9,125,5687.5,215459.8,1.6,45.5,XOP
