Rank,Ticker,Momentum (%),Shares,Position ($),Sum ($),ATR20d ($),Price,ETF
1,MSTR,2915.0,8,2623.2,2623.2,32.8,327.9,IGV
2,PLTR,1578.4,59,3970.7,6593.9,4.7,67.3,IGV
3,BILL,543.5,80,6656.0,13249.9,3.5,83.2,IGV
4,DOCU,404.3,84,7593.6,20843.5,3.3,90.4,IGV
5,CFLT,327.4,233,6430.8,27274.3,1.2,27.6,IGV
6,FIVN,283.5,186,6993.6,34267.9,1.5,37.6,IGV
7,HUBS,250.0,14,9861.6,44129.5,19.6,704.4,IGV
8,ESTC,200.4,93,9067.5,53197.0,3.0,97.5,IGV
9,PCOR,190.5,107,8014.3,61211.3,2.6,74.9,IGV
10,ZM,104.9,121,9619.5,70830.8,2.3,79.5,IGV
11,DBX,101.7,350,10290.0,81120.8,0.8,29.4,IGV
12,ALTR,81.5,350,38570.0,119690.8,0.8,110.2,IGV
13,DSGX,62.0,127,14147.8,133838.6,2.2,111.4,IGV
14,SNAP,55.5,466,5825.0,139663.6,0.6,12.5,IGV
15,GTLB,41.9,100,5990.0,145653.6,2.8,59.9,IGV
16,AZPN,31.9,100,24940.0,170593.6,2.8,249.4,IGV
17,APPF,22.0,40,9752.0,180345.6,7.0,243.8,IGV
18,DLB,21.1,200,15280.0,195625.6,1.4,76.4,IGV
19,SMAR,12.2,2800,157920.0,353545.6,0.1,56.4,IGV
