Rank,Ticker,Momentum (%),Shares,Position ($),Sum ($),ATR20d ($),Price,ETF
1,CEG,506.0,37,7951.3,7951.3,7.0,214.9,QQQ
2,GE,400.8,54,8823.6,16774.9,4.8,163.4,SPX
3,DELL,383.2,52,6905.6,23680.5,5.0,132.8,SPX
4,NRG,279.0,83,6947.1,30627.6,3.1,83.7,SPX
5,NVDA,270.4,6,5392.8,36020.4,42.4,898.8,QQQ
6,MU,205.1,61,7393.2,43413.6,4.2,121.2,QQQ
7,TRGP,195.5,118,13357.6,56771.2,2.2,113.2,SPX
8,FANG,168.8,59,11929.8,68701.0,4.4,202.2,QQQ
9,CMG,168.7,4,12956.8,81657.8,58.7,3239.2,SPX
10,WDC,158.6,92,6587.2,88245.0,2.8,71.6,SPX
11,ETN,153.8,31,10248.6,98493.6,8.3,330.6,SPX
12,PWR,139.8,35,9502.5,107996.1,7.3,271.5,SPX
13,DAL,124.2,200,10520.0,118516.1,1.3,52.6,SPX
14,PGR,109.7,66,14242.8,132758.9,3.9,215.8,SPX
15,FCX,107.5,162,8359.2,141118.1,1.6,51.6,SPX
16,GM,106.7,260,11752.0,152870.1,1.0,45.2,SPX
17,VLO,105.5,59,9209.9,162080.0,4.4,156.1,SPX
18,DVA,105.3,68,9350.0,171430.0,3.8,137.5,SPX
19,TT,103.9,34,11288.0,182718.0,7.6,332.0,SPX
20,GRMN,102.9,81,13680.9,196398.9,3.2,168.9,SPX
21,WFC,97.9,236,14608.4,211007.3,1.1,61.9,SPX
22,CMI,97.4,42,12541.2,223548.5,6.1,298.6,SPX
23,HWM,96.5,130,10517.0,234065.5,2.0,80.9,SPX
24,WAB,96.0,76,12790.8,246856.3,3.4,168.3,SPX
25,APH,95.3,100,12760.0,259616.3,2.6,127.6,SPX
26,DPZ,94.0,22,11411.4,271027.7,11.8,518.7,SPX
27,AMAT,92.2,44,9226.8,280254.5,5.9,209.7,QQQ
28,KR,91.4,325,18167.5,298422.0,0.8,55.9,SPX
29,AXON,90.7,31,9405.4,307827.4,8.2,303.4,SPX
30,HAS,89.9,152,9135.2,316962.6,1.7,60.1,SPX
31,TTD,88.8,78,6809.4,323772.0,3.3,87.3,QQQ
32,EBAY,88.6,236,12036.0,335808.0,1.1,51.0,SPX
33,MPC,87.5,48,8620.8,344428.8,5.4,179.6,SPX
34,LDOS,86.8,104,15340.0,359768.8,2.5,147.5,SPX
35,DVN,84.3,236,11823.6,371592.4,1.1,50.1,SPX
36,TDG,83.5,8,10484.0,382076.4,29.9,1310.5,SPX
37,AXP,83.3,56,13568.8,395645.2,4.6,242.3,SPX
38,ACGL,83.2,144,14414.4,410059.6,1.8,100.1,SPX
39,WRK,82.0,260,13416.0,423475.6,1.0,51.6,SPX
40,XOM,80.4,118,13924.0,437399.6,2.2,118.0,SPX
41,BALL,78.6,185,12802.0,450201.6,1.4,69.2,SPX
42,MRO,77.5,371,9868.6,460070.2,0.7,26.6,SPX
43,MLM,76.5,18,10987.2,471057.4,14.0,610.4,SPX
44,HUBB,75.6,22,8960.6,480018.0,11.5,407.3,SPX
45,DOV,75.6,83,15404.8,495422.8,3.1,185.6,SPX
46,NTAP,75.2,123,13345.5,508768.3,2.1,108.5,SPX
47,CAT,73.6,27,9579.6,518347.9,9.6,354.8,SPX
48,QCOM,73.3,54,9833.4,528181.3,4.8,182.1,QQQ
49,ZBRA,69.7,28,8842.4,537023.7,9.2,315.8,SPX
50,RTX,68.4,173,18389.9,555413.6,1.5,106.3,SPX
