Rank,Ticker,Momentum (%),Shares,Position ($),Sum ($),ATR20d ($),Price,ETF
1,CHKP,120.1,66,12883.2,12883.2,3.0,195.2,BUG
2,VRNS,99.2,125,6725.0,19608.2,1.6,53.8,BUG
3,OSPN,83.3,500,7750.0,27358.2,0.4,15.5,BUG
4,FTNT,57.8,133,9975.0,37333.2,1.5,75.0,BUG
5,CYBR,33.6,27,7330.5,44663.7,7.3,271.5,BUG
6,PANW,26.7,17,5897.3,50561.0,11.3,346.9,BUG
7,NOC,23.5,28,14554.4,65115.4,7.0,519.8,BUG
8,S,20.6,200,4540.0,69655.4,1.0,22.7,BUG
9,RDWR,12.8,333,6959.7,76615.1,0.6,20.9,BUG
10,GEN,12.2,400,10600.0,87215.1,0.5,26.5,BUG
11,NET,9.9,80,6288.0,93503.1,2.5,78.6,BUG
