Rank,Ticker,Momentum (%),Shares,Position ($),Sum ($),ATR20d ($),Price,ETF
1,TPL,196.1,7,5758.2,5758.2,28.1,822.6,XOP
2,TRGP,68.9,58,7870.6,13628.8,3.4,135.7,XLE
3,KMI,47.9,400,8400.0,22028.8,0.5,21.0,XLE
4,WMB,39.3,200,8660.0,30688.8,1.0,43.3,XLE
5,BKR,13.3,181,6353.1,37041.9,1.1,35.1,XLE
6,CNX,9.5,250,6500.0,43541.9,0.8,26.0,XOP
7,WKC,9.1,250,6525.0,50066.9,0.8,26.1,XOP
8,OKE,7.0,111,9435.0,59501.9,1.8,85.0,XLE
9,CLNE,6.6,1000,2900.0,62401.9,0.2,2.9,XOP
10,FANG,-0.4,32,6393.6,68795.5,6.2,199.8,XOP
11,XOM,-3.1,80,9504.0,78299.5,2.5,118.8,XOP
