Rank,Ticker,Momentum (%),Shares,Position ($),Sum ($),ATR20d ($),Price,ETF
1,CRWD,159.7,23,7256.5,7256.5,11.0,315.5,BUG
2,CYBR,140.8,34,8755.0,16011.5,7.5,257.5,BUG
3,OKTA,133.1,96,9744.0,25755.5,2.7,101.5,BUG
4,FTNT,114.7,136,9642.4,35397.9,1.9,70.9,BUG
5,NET,79.6,72,6926.4,42324.3,3.6,96.2,BUG
6,RDWR,61.6,433,7707.4,50031.7,0.6,17.8,BUG
7,CHKP,36.5,96,15782.4,65814.1,2.7,164.4,BUG
8,VRNS,30.7,200,9560.0,75374.1,1.3,47.8,BUG
9,TENB,25.9,200,9660.0,85034.1,1.3,48.3,BUG
10,ATEN,7.3,650,8710.0,93744.1,0.4,13.4,BUG
11,OSPN,0.7,433,4936.2,98680.3,0.6,11.4,BUG
12,TLS,-1.5,866,3550.6,102230.9,0.3,4.1,BUG
13,GEN,-1.9,650,14365.0,116595.9,0.4,22.1,BUG
