Rank,Ticker,Momentum (%),Shares,Position ($),Sum ($),ATR20d ($),Price,ETF
1,SQSP,155.3,1000,43700.0,43700.0,0.2,43.7,WCLD
2,QTWO,144.0,133,7607.6,51307.6,1.5,57.2,WCLD
3,AVPT,53.6,666,6726.6,58034.2,0.3,10.1,WCLD
4,ZUO,48.0,666,6193.8,64228.0,0.3,9.3,WCLD
5,WIX,20.0,40,6332.0,70560.0,5.0,158.3,WCLD
6,CRWD,9.6,12,4567.2,75127.2,16.3,380.6,WCLD
7,TOST,4.3,181,4615.5,79742.7,1.1,25.5,WCLD
8,CWAN,1.4,333,6327.0,86069.7,0.6,19.0,WCLD
9,NCNO,0.1,250,7925.0,93994.7,0.8,31.7,WCLD
10,MNDY,-0.0,24,5400.0,99394.7,8.3,225.0,WCLD
11,SMAR,-0.2,133,5679.1,105073.8,1.5,42.7,WCLD
12,AI,-1.0,125,3400.0,108473.8,1.6,27.2,WCLD
13,NOW,-9.4,9,6743.7,115217.5,21.7,749.3,WCLD
14,ADBE,-22.7,12,6400.8,121618.3,16.4,533.4,WCLD
