Rank,Ticker,Momentum (%),Shares,Position ($),Sum ($),ATR20d ($),Price,ETF
1,OSPN,130.8,433,6711.5,6711.5,0.6,15.5,BUG
2,GEN,50.7,433,10954.9,17666.4,0.6,25.3,BUG
3,CHKP,48.8,59,10938.6,28605.0,4.4,185.4,BUG
4,VRNS,43.6,118,6513.6,35118.6,2.2,55.2,BUG
5,PANW,35.2,23,7684.3,42802.9,11.2,334.1,BUG
6,RDWR,24.3,288,6393.6,49196.5,0.9,22.2,BUG
7,CYBR,23.3,28,7840.0,57036.5,9.2,280.0,BUG
8,ZS,2.0,37,7137.3,64173.8,7.0,192.9,BUG
9,S,0.1,216,5011.2,69185.0,1.2,23.2,BUG
10,NOC,0.0,23,11654.1,80839.1,11.0,506.7,BUG
11,FTNT,-0.0,104,7768.8,88607.9,2.5,74.7,BUG
12,NET,-0.7,70,5768.0,94375.9,3.7,82.4,BUG
13,OKTA,-1.6,74,7155.8,101531.7,3.5,96.7,BUG
