Rank,Ticker,Momentum (%),Shares,Position ($),Sum ($),ATR20d ($),Price,ETF
1,SNAP,228.9,479,7951.4,7951.4,0.5,16.6,IGV
2,APP,118.4,61,5075.2,13026.6,3.9,83.2,IGV
3,ALTR,25.8,77,7553.7,20580.3,3.1,98.1,IGV
4,GWRE,18.5,55,7584.5,28164.8,4.3,137.9,IGV
5,DSGX,11.6,133,12874.4,41039.2,1.8,96.8,IGV
6,SPSC,1.2,55,10351.0,51390.2,4.3,188.2,IGV
7,SMAR,0.2,159,7011.9,58402.1,1.5,44.1,IGV
8,APPF,0.2,33,8071.8,66473.9,7.1,244.6,IGV
9,ESTC,-0.0,53,6036.7,72510.6,4.5,113.9,IGV
10,PLTR,-1.0,239,6046.7,78557.3,1.0,25.3,IGV
11,MANH,-10.6,39,9621.3,88178.6,6.1,246.7,IGV
12,VRNS,-25.5,171,8208.0,96386.6,1.4,48.0,IGV
