Rank,Ticker,Momentum (%),Shares,Position ($),Sum ($),ATR20d ($),Price,ETF
1,QTWO,194.4,155,9656.5,9656.5,1.8,62.3,WCLD
2,TOST,131.3,254,6477.0,16133.5,1.1,25.5,WCLD
3,SQSP,84.8,280,12180.0,28313.5,1.0,43.5,WCLD
4,ZUO,28.2,933,9330.0,37643.5,0.3,10.0,WCLD
5,IOT,23.6,186,7328.4,44971.9,1.5,39.4,WCLD
6,OKTA,16.9,116,11275.2,56247.1,2.4,97.2,WCLD
7,APPF,9.4,38,8755.2,65002.3,7.3,230.4,WCLD
8,AVPT,8.9,933,8583.6,73585.9,0.3,9.2,WCLD
9,CRWD,1.8,26,9139.0,82724.9,10.6,351.5,WCLD
10,WIX,0.2,47,7990.0,90714.9,5.9,170.0,WCLD
11,RNG,-0.0,215,7417.5,98132.4,1.3,34.5,WCLD
12,MNDY,-1.3,29,7061.5,105193.9,9.5,243.5,WCLD
13,CWAN,-3.5,560,10696.0,115889.9,0.5,19.1,WCLD
14,BIGC,-18.8,700,5810.0,121699.9,0.4,8.3,WCLD
