Rank,Ticker,Momentum (%),Shares,Position ($),Sum ($),ATR20d ($),Price,ETF
1,VNO,326.7,218,8480.2,8480.2,1.1,38.9,SP400
2,SHC,264.0,479,8047.2,16527.4,0.5,16.8,SP400
3,ERIE,246.7,18,9702.0,26229.4,13.1,539.0,SP400
4,RUN,230.4,199,3681.5,29910.9,1.2,18.5,SP400
5,CVLT,173.9,55,8349.0,38259.9,4.3,151.8,SP400
6,SFM,173.1,82,8847.8,47107.7,2.9,107.9,SP400
7,COKE,155.2,7,9072.0,56179.7,32.4,1296.0,SP400
8,COLB,147.0,342,8892.0,65071.7,0.7,26.0,SP400
9,JLL,143.7,38,10111.8,75183.5,6.3,266.1,SP400
10,JEF,140.7,149,9103.9,84287.4,1.6,61.1,SP400
11,CUZ,133.3,399,11690.7,95978.1,0.6,29.3,SP400
12,OHI,128.5,399,16079.7,112057.8,0.6,40.3,SP400
13,UMBF,128.4,88,9160.8,121218.6,2.7,104.1,SP400
14,BRX,119.6,599,16412.6,137631.2,0.4,27.4,SP400
15,SSB,118.9,88,8430.4,146061.6,2.7,95.8,SP400
16,ADC,118.8,239,17877.2,163938.8,1.0,74.8,SP400
17,HALO,115.1,126,7182.0,171120.8,1.9,57.0,SP400
18,SBRA,111.4,599,11021.6,182142.4,0.4,18.4,SP400
19,CDP,110.9,479,14657.4,196799.8,0.5,30.6,SP400
20,CUBE,107.1,239,12714.8,209514.6,1.0,53.2,SP400
21,HRB,106.1,218,13864.8,223379.4,1.1,63.6,SP400
22,EXEL,104.5,399,10374.0,233753.4,0.6,26.0,SP400
23,FFIN,103.4,239,8747.4,242500.8,1.0,36.6,SP400
24,KRG,101.0,479,12549.8,255050.6,0.5,26.2,SP400
25,CNO,100.6,342,11730.6,266781.2,0.7,34.3,SP400
26,VLY,97.3,799,7031.2,273812.4,0.3,8.8,SP400
27,EXLS,96.9,342,12961.8,286774.2,0.7,37.9,SP400
28,THC,94.2,40,6528.0,293302.2,5.9,163.2,SP400
29,UTHR,93.8,31,11113.5,304415.7,7.5,358.5,SP400
30,NSA,92.7,239,11352.5,315768.2,1.0,47.5,SP400
31,PNFP,91.1,82,7929.4,323697.6,2.9,96.7,SP400
32,MTG,90.5,479,12166.6,335864.2,0.5,25.4,SP400
33,EVR,89.2,38,9655.8,345520.0,6.2,254.1,SP400
34,PLNT,88.7,133,10706.5,356226.5,1.8,80.5,SP400
35,GBCI,87.5,171,7729.2,363955.7,1.4,45.2,SP400
36,PPC,87.5,171,7541.1,371496.8,1.4,44.1,SP400
37,TOL,87.3,55,8547.0,380043.8,4.3,155.4,SP400
38,FNF,87.3,239,14602.9,394646.7,1.0,61.1,SP400
39,FR,87.1,266,14896.0,409542.7,0.9,56.0,SP400
40,FAF,85.9,199,13074.3,422617.0,1.2,65.7,SP400
41,BURL,85.8,37,9808.7,432425.7,6.4,265.1,SP400
42,FBIN,84.9,119,10543.4,442969.1,2.0,88.6,SP400
43,IRT,82.3,599,12279.5,455248.6,0.4,20.5,SP400
44,KBH,81.3,85,7301.5,462550.1,2.8,85.9,SP400
45,KNSL,80.3,22,10150.8,472700.9,10.9,461.4,SP400
46,EPR,77.7,299,14501.5,487202.4,0.8,48.5,SP400
47,PB,77.5,149,10549.2,497751.6,1.6,70.8,SP400
48,HLI,74.5,68,10723.6,508475.2,3.5,157.7,SP400
49,G,69.4,342,13269.6,521744.8,0.7,38.8,SP400
50,INGR,69.4,133,18274.2,540019.0,1.8,137.4,SP400
