Rank,Ticker,Momentum (%),Shares,Position ($),Sum ($),ATR20d ($),Price,ETF
1,CNX,185.4,200,7320.0,7320.0,1.0,36.6,XOP
2,TPL,124.8,6,6588.0,13908.0,28.7,1098.0,XOP
3,TRGP,102.4,54,8964.0,22872.0,3.7,166.0,XLE
4,OKE,70.4,117,11313.9,34185.9,1.7,96.7,XLE
5,KMI,61.9,400,10000.0,44185.9,0.5,25.0,XLE
6,WMB,58.5,222,11655.0,55840.9,0.9,52.5,XLE
7,CLNE,19.9,2000,5800.0,61640.9,0.1,2.9,XOP
8,CRK,7.8,500,6000.0,67640.9,0.4,12.0,XOP
9,XOM,5.3,95,11352.5,78993.4,2.1,119.5,XOP
10,BKR,3.6,250,9375.0,88368.4,0.8,37.5,XLE
11,VTS,0.6,400,10040.0,98408.4,0.5,25.1,XOP
12,CRC,0.4,117,6130.8,104539.2,1.7,52.4,XOP
13,CRGY,0.1,500,6300.0,110839.2,0.4,12.6,XOP
14,EQT,0.0,222,8325.0,119164.2,0.9,37.5,XOP
15,MGY,-0.0,285,7410.0,126574.2,0.7,26.0,XOP
16,CVX,-4.9,83,12516.4,139090.6,2.4,150.8,XOP
