Rank,Ticker,Momentum (%),Shares,Position ($),Sum ($),ATR20d ($),Price,ETF
1,CRUS,288.5,61,6996.7,6996.7,4.9,114.7,SP400
2,UTHR,223.2,32,10486.4,17483.1,9.3,327.7,SP400
3,HALO,211.6,187,10116.7,27599.8,1.6,54.1,SP400
4,OLLI,185.1,100,9640.0,37239.8,3.0,96.4,SP400
5,COKE,182.8,9,11468.7,48708.5,32.3,1274.3,SP400
6,GMED,180.8,200,13820.0,62528.5,1.5,69.1,SP400
7,THC,167.6,62,8791.6,71320.1,4.8,141.8,SP400
8,SFM,157.7,85,8304.5,79624.6,3.5,97.7,SP400
9,CVLT,136.2,56,7655.2,87279.8,5.3,136.7,SP400
10,RUN,128.0,214,3573.8,90853.6,1.4,16.7,SP400
11,VMI,123.0,38,10883.2,101736.8,7.8,286.4,SP400
12,HR,112.9,750,13425.0,115161.8,0.4,17.9,SP400
13,NYT,102.5,272,14144.0,129305.8,1.1,52.0,SP400
14,EXPO,92.6,100,10370.0,139675.8,3.0,103.7,SP400
15,BURL,90.8,38,9492.4,149168.2,7.7,249.8,SP400
16,PLNT,86.8,150,10860.0,160028.2,2.0,72.4,SP400
17,CASY,86.6,34,12644.6,172672.8,8.6,371.9,SP400
18,NEOG,83.1,428,7019.2,179692.0,0.7,16.4,SP400
19,JEF,82.9,200,10840.0,190532.0,1.5,54.2,SP400
20,IRT,81.8,600,11700.0,202232.0,0.5,19.5,SP400
21,JLL,80.9,40,9572.0,211804.0,7.5,239.3,SP400
22,BCO,77.2,107,10914.0,222718.0,2.8,102.0,SP400
23,MUSA,75.8,23,11801.3,234519.3,13.0,513.1,SP400
24,BJ,73.4,176,15276.8,249796.1,1.7,86.8,SP400
25,DTM,72.4,200,14560.0,264356.1,1.5,72.8,SP400
26,EVR,72.3,38,8664.0,273020.1,7.8,228.0,SP400
27,LII,71.7,15,8070.0,281090.1,19.9,538.0,SP400
28,NARI,70.2,120,5676.0,286766.1,2.5,47.3,SP400
29,GDDY,69.8,93,14061.6,300827.7,3.2,151.2,SP400
30,HRB,66.0,250,14200.0,315027.7,1.2,56.8,SP400
31,CACI,65.1,37,17060.7,332088.4,7.9,461.1,SP400
32,ADC,63.5,250,17875.0,349963.4,1.2,71.5,SP400
33,CALX,61.1,200,7500.0,357463.4,1.5,37.5,SP400
34,CLH,61.0,49,11515.0,368978.4,6.1,235.0,SP400
35,ENS,54.5,93,9458.1,378436.5,3.2,101.7,SP400
36,TKO,53.0,125,13475.0,391911.5,2.4,107.8,SP400
37,OHI,52.4,500,19150.0,411061.5,0.6,38.3,SP400
38,ORA,51.5,150,11310.0,422371.5,2.0,75.4,SP400
39,NSA,50.3,250,10750.0,433121.5,1.2,43.0,SP400
40,SRCL,50.0,1000,58800.0,491921.5,0.3,58.8,SP400
41,JWN,49.1,333,7026.3,498947.8,0.9,21.1,SP400
42,COLB,48.5,300,7170.0,506117.8,1.0,23.9,SP400
43,CDP,46.1,500,14450.0,520567.8,0.6,28.9,SP400
44,FLR,45.5,166,7885.0,528452.8,1.8,47.5,SP400
45,CHDN,45.0,85,11509.0,539961.8,3.5,135.4,SP400
46,KRG,41.1,600,14580.0,554541.8,0.5,24.3,SP400
47,FYBR,40.9,333,8857.8,563399.6,0.9,26.6,SP400
48,KBH,37.3,90,7299.0,570698.6,3.3,81.1,SP400
49,RGA,37.2,62,12790.6,583489.2,4.8,206.3,SP400
50,WSO,37.1,18,8413.2,591902.4,16.2,467.4,SP400
