Rank,Ticker,Momentum (%),Shares,Position ($),Sum ($),ATR20d ($),Price,ETF
1,KVYO,314.1,109,4316.4,4316.4,1.1,39.6,WCLD
2,IOT,190.7,74,3418.8,7735.2,1.6,46.2,WCLD
3,PYPL,183.5,57,4400.4,12135.6,2.1,77.2,WCLD
4,CWAN,169.8,199,5233.7,17369.3,0.6,26.3,WCLD
5,YEXT,143.3,599,4312.8,21682.1,0.2,7.2,WCLD
6,QTWO,135.6,66,5616.6,27298.7,1.8,85.1,WCLD
7,SMAR,114.0,599,33663.8,60962.5,0.2,56.2,WCLD
8,DOCN,104.5,99,4039.2,65001.7,1.2,40.8,WCLD
9,PCTY,97.7,25,4795.0,69796.7,4.7,191.8,WCLD
10,DOCU,96.9,63,4479.3,74276.0,1.9,71.1,WCLD
11,SHOP,95.3,59,4661.0,78937.0,2.0,79.0,WCLD
12,BOX,94.3,239,7624.1,86561.1,0.5,31.9,WCLD
13,ZM,93.6,74,5594.4,92155.5,1.6,75.6,WCLD
14,NOW,88.4,5,4717.0,96872.5,21.3,943.4,WCLD
15,MNDY,83.3,14,4193.0,101065.5,8.1,299.5,WCLD
16,TWLO,81.2,57,4833.6,105899.1,2.1,84.8,WCLD
17,S,67.7,119,3094.0,108993.1,1.0,26.0,WCLD
18,AVPT,66.4,399,4947.6,113940.7,0.3,12.4,WCLD
19,BL,56.4,92,5106.0,119046.7,1.3,55.5,WCLD
20,VEEV,55.1,26,5532.8,124579.5,4.5,212.8,WCLD
21,DBX,46.9,239,6214.0,130793.5,0.5,26.0,WCLD
22,CRM,35.7,21,6188.7,136982.2,5.5,294.7,WCLD
23,TOST,32.2,133,4123.0,141105.2,0.9,31.0,WCLD
24,PAYC,28.8,18,3790.8,144896.0,6.6,210.6,WCLD
25,WK,20.3,63,4989.6,149885.6,1.9,79.2,WCLD
26,SQ,13.6,57,4115.4,154001.0,2.1,72.2,WCLD
27,MDB,13.5,11,2990.9,156991.9,10.0,271.9,WCLD
28,AMPL,11.0,399,3710.7,160702.6,0.3,9.3,WCLD
29,WDAY,9.5,22,5260.2,165962.8,5.3,239.1,WCLD
30,BILL,9.0,70,4081.0,170043.8,1.7,58.3,WCLD
31,NET,8.1,42,3679.2,173723.0,2.8,87.6,WCLD
32,NCNO,5.6,119,4438.7,178161.7,1.0,37.3,WCLD
33,GTLB,3.9,57,3243.3,181405.0,2.1,56.9,WCLD
34,OLO,3.0,599,3054.9,184459.9,0.2,5.1,WCLD
35,WIX,2.2,21,3441.9,187901.8,5.5,163.9,WCLD
36,HUBS,2.2,8,4521.6,192423.4,13.7,565.2,WCLD
37,TEAM,1.7,15,3366.0,195789.4,7.6,224.4,WCLD
38,RNG,1.4,133,4854.5,200643.9,0.9,36.5,WCLD
39,PATH,0.6,299,3767.4,204411.3,0.4,12.6,WCLD
40,ZUO,0.1,599,5930.1,210341.4,0.2,9.9,WCLD
41,DDOG,-0.0,34,4192.2,214533.6,3.5,123.3,WCLD
42,FSLY,-0.0,599,4312.8,218846.4,0.2,7.2,WCLD
43,CRWD,-0.7,12,3637.2,222483.6,9.9,303.1,WCLD
44,PCOR,-1.8,57,3796.2,226279.8,2.1,66.6,WCLD
45,ZI,-4.9,299,3378.7,229658.5,0.4,11.3,WCLD
46,CFLT,-13.0,109,2855.8,232514.3,1.1,26.2,WCLD
47,FRSH,-16.7,399,4827.9,237342.2,0.3,12.1,WCLD
