Rank,Ticker,Momentum (%),Shares,Position ($),Sum ($),ATR20d ($),Price,ETF
1,TOST,292.0,333,7692.3,7692.3,0.9,23.1,WCLD
2,FROG,268.0,176,7585.6,15277.9,1.7,43.1,WCLD
3,CRWD,159.7,27,8518.5,23796.4,11.0,315.5,WCLD
4,OKTA,133.1,111,11266.5,35062.9,2.7,101.5,WCLD
5,PCOR,126.6,166,12931.4,47994.3,1.8,77.9,WCLD
6,VEEV,123.0,63,13526.1,61520.4,4.7,214.7,WCLD
7,APPF,119.9,40,9292.0,70812.4,7.4,232.3,WCLD
8,QTWO,114.1,176,9240.0,80052.4,1.7,52.5,WCLD
9,WIX,111.0,71,9606.3,89658.7,4.2,135.3,WCLD
10,MNDY,91.8,38,8246.0,97904.7,7.7,217.0,WCLD
11,CRM,89.1,44,13283.6,111188.3,6.8,301.9,WCLD
12,NET,79.6,83,7984.6,119172.9,3.6,96.2,WCLD
13,HUBS,68.5,13,8710.0,127882.9,22.3,670.0,WCLD
14,SQSP,58.7,300,11100.0,138982.9,1.0,37.0,WCLD
15,DOCN,46.3,214,7982.2,146965.1,1.4,37.3,WCLD
16,NOW,31.1,14,10969.0,157934.1,21.4,783.5,WCLD
17,AVDX,30.5,750,9225.0,167159.1,0.4,12.3,WCLD
18,TENB,25.9,230,11109.0,178268.1,1.3,48.3,WCLD
19,SQ,25.6,81,6253.2,184521.3,3.7,77.2,WCLD
20,BOX,25.0,600,16500.0,201021.3,0.5,27.5,WCLD
21,IOT,16.4,157,5322.3,206343.6,1.9,33.9,WCLD
22,PCTY,14.2,71,11722.1,218065.7,4.2,165.1,WCLD
23,DDOG,5.1,81,10076.4,228142.1,3.7,124.4,WCLD
24,PYPL,3.7,166,10823.2,238965.3,1.8,65.2,WCLD
25,BL,2.6,157,9765.4,248730.7,1.9,62.2,WCLD
26,DOCU,2.4,150,8925.0,257655.7,2.0,59.5,WCLD
27,NCNO,0.0,250,8550.0,266205.7,1.2,34.2,WCLD
28,PAYC,-0.2,68,13484.4,279690.1,4.4,198.3,WCLD
29,AVPT,-5.9,1500,12600.0,292290.1,0.2,8.4,WCLD
