Rank,Ticker,Momentum (%),Shares,Position ($),Sum ($),ATR20d ($),Price,ETF
1,PSX,112.4,79,11541.9,11541.9,3.0,146.1,XOP
2,WKC,77.3,342,8310.6,19852.5,0.7,24.3,XOP
3,MPC,46.7,58,10161.6,30014.1,4.1,175.2,XOP
4,VLO,41.3,63,9090.9,39105.0,3.8,144.3,XOP
5,PARR,37.4,171,5985.0,45090.0,1.4,35.0,XOP
6,OKE,25.7,184,14260.0,59350.0,1.3,77.5,XLE
7,TRGP,9.1,126,12915.0,72265.0,1.9,102.5,XLE
8,PBF,6.1,119,5700.1,77965.1,2.0,47.9,XOP
9,FANG,6.0,52,9365.2,87330.3,4.6,180.1,XOP
10,DINO,5.4,141,7867.8,95198.1,1.7,55.8,XOP
11,CVX,4.8,88,13164.8,108362.9,2.7,149.6,XOP
12,CVI,3.8,218,7019.6,115382.5,1.1,32.2,XOP
13,PR,2.1,599,9344.4,124726.9,0.4,15.6,XOP
14,GPOR,1.5,58,8328.8,133055.7,4.1,143.6,XOP
15,KMI,0.5,799,14142.3,147198.0,0.3,17.7,XLE
16,SM,0.4,199,8676.4,155874.4,1.2,43.6,XOP
17,CRC,0.1,126,6715.8,162590.2,1.9,53.3,XOP
18,HES,0.1,74,10833.6,173423.8,3.2,146.4,XOP
19,MTDR,-0.0,133,8365.7,181789.5,1.8,62.9,XOP
20,SWN,-0.2,1199,8393.0,190182.5,0.2,7.0,XOP
21,XOM,-0.3,126,13305.6,203488.1,1.9,105.6,XOP
22,WMB,-0.3,342,12551.4,216039.5,0.7,36.7,XLE
23,MGY,-0.4,479,11256.5,227296.0,0.5,23.5,XOP
24,OVV,-0.4,199,9711.2,237007.2,1.2,48.8,XOP
25,VTLE,-0.7,141,6937.2,243944.4,1.7,49.2,XOP
26,PXD,-1.2,57,13520.4,257464.8,4.2,237.2,XOP
27,CHRD,-1.6,58,9465.6,266930.4,4.1,163.2,XOP
28,CRGY,-1.7,599,7128.1,274058.5,0.4,11.9,XOP
29,OXY,-2.0,199,12059.4,286117.9,1.2,60.6,XOP
30,CNX,-3.9,399,8578.5,294696.4,0.6,21.5,XOP
31,STR,-6.8,399,9256.8,303953.2,0.6,23.2,XOP
32,AR,-7.4,239,6453.0,310406.2,1.0,27.0,XOP
33,DVN,-8.8,266,11996.6,322402.8,0.9,45.1,XOP
34,CTRA,-10.0,399,10653.3,333056.1,0.6,26.7,XOP
35,VTS,-11.6,342,7831.8,340887.9,0.7,22.9,XOP
36,RRC,-15.3,218,7150.4,348038.3,1.1,32.8,XOP
37,SBOW,-32.2,184,5648.8,353687.1,1.3,30.7,XOP
