Rank,Ticker,Momentum (%),Shares,Position ($),Sum ($),ATR20d ($),Price,ETF
1,CRWD,422.0,21,6780.9,6780.9,18.0,322.9,WCLD
2,FROG,369.2,152,6444.8,13225.7,2.5,42.4,WCLD
3,S,362.4,253,6957.5,20183.2,1.5,27.5,WCLD
4,WIX,290.7,79,10981.0,31164.2,4.8,139.0,WCLD
5,MNDY,231.8,36,7934.4,39098.6,10.4,220.4,WCLD
6,NET,202.5,66,6468.0,45566.6,5.7,98.0,WCLD
7,DOCN,200.0,180,7074.0,52640.6,2.1,39.3,WCLD
8,TOST,190.9,316,7742.0,60382.6,1.2,24.5,WCLD
9,CRM,188.3,48,14654.4,75037.0,7.9,305.3,WCLD
10,PCOR,182.5,135,10638.0,85675.0,2.8,78.8,WCLD
11,HUBS,182.0,17,10276.5,95951.5,21.3,604.5,WCLD
12,QTWO,138.5,237,11589.3,107540.8,1.6,48.9,WCLD
13,OKTA,132.7,77,8493.1,116033.9,4.9,110.3,WCLD
14,AVDX,97.4,760,9880.0,125913.9,0.5,13.0,WCLD
15,DDOG,97.1,73,8854.9,134768.8,5.2,121.3,WCLD
16,WDAY,93.7,46,12157.8,146926.6,8.2,264.3,WCLD
17,VEEV,92.1,70,15946.0,162872.6,5.4,227.8,WCLD
18,NOW,87.7,16,12123.2,174995.8,23.6,757.7,WCLD
19,TENB,87.4,237,11044.2,186040.0,1.6,46.6,WCLD
20,SQ,85.4,102,8231.4,194271.4,3.7,80.7,WCLD
21,IOT,78.2,190,7448.0,201719.4,2.0,39.2,WCLD
22,PATH,71.8,316,7489.2,209208.6,1.2,23.7,WCLD
23,SPT,68.1,111,6515.7,215724.3,3.4,58.7,WCLD
24,SHOP,63.3,111,8458.2,224182.5,3.4,76.2,WCLD
25,DOCU,50.9,223,12488.0,236670.5,1.7,56.0,WCLD
26,SQSP,35.6,292,9198.0,245868.5,1.3,31.5,WCLD
27,ZI,34.5,542,8943.0,254811.5,0.7,16.5,WCLD
28,BRZE,34.2,180,9540.0,264351.5,2.1,53.0,WCLD
29,APPF,32.5,53,12068.1,276419.6,7.1,227.7,WCLD
30,RNG,32.2,237,8532.0,284951.6,1.6,36.0,WCLD
31,PD,32.1,422,10423.4,295375.0,0.9,24.7,WCLD
32,PCTY,11.2,66,10804.2,306179.2,5.7,163.7,WCLD
33,BL,10.2,152,10184.0,316363.2,2.5,67.0,WCLD
34,PYPL,8.8,237,13983.0,330346.2,1.6,59.0,WCLD
35,OLO,7.3,1266,7089.6,337435.8,0.3,5.6,WCLD
36,BOX,5.2,475,14060.0,351495.8,0.8,29.6,WCLD
37,ZUO,3.6,1266,11647.2,363143.0,0.3,9.2,WCLD
38,AI,0.3,152,4818.4,367961.4,2.5,31.7,WCLD
39,ZM,0.2,200,13440.0,381401.4,1.9,67.2,WCLD
40,YEXT,-1.4,1266,7722.6,389124.0,0.3,6.1,WCLD
41,CXM,-5.9,950,12920.0,402044.0,0.4,13.6,WCLD
