Rank,Ticker,Momentum (%),Shares,Position ($),Sum ($),ATR20d ($),Price,ETF
1,MARA,1607.1,97,2163.1,2163.1,3.5,22.3,IGV
2,S,452.1,242,6171.0,8334.1,1.4,25.5,IGV
3,NTNX,388.4,147,9319.8,17653.9,2.3,63.4,IGV
4,HUBS,210.2,16,9694.4,27348.3,21.2,605.9,IGV
5,VRNS,172.5,170,8279.0,35627.3,2.0,48.7,IGV
6,PCOR,158.4,125,9400.0,45027.3,2.7,75.2,IGV
7,APP,145.5,113,6893.0,51920.3,3.0,61.0,IGV
8,ALTR,145.3,121,9861.5,61781.8,2.8,81.5,IGV
9,GWRE,138.3,130,14859.0,76640.8,2.6,114.3,IGV
10,PATH,107.2,283,6339.2,82980.0,1.2,22.4,IGV
11,IOT,98.5,188,6166.4,89146.4,1.8,32.8,IGV
12,TENB,92.0,188,8554.0,97700.4,1.8,45.5,IGV
13,DOCU,73.7,212,10981.6,108682.0,1.6,51.8,IGV
14,DSGX,48.4,212,17998.8,126680.8,1.6,84.9,IGV
15,MANH,44.3,65,16399.5,143080.3,5.2,252.3,IGV
16,PLTR,30.1,226,5378.8,148459.1,1.5,23.8,IGV
17,APPF,29.5,49,11250.4,159709.5,6.9,229.6,IGV
18,ZM,0.8,178,11837.0,171546.5,1.9,66.5,IGV
