Rank,Ticker,Momentum (%),Shares,Position ($),Sum ($),ATR20d ($),Price,ETF
1,ELF,668.8,28,5625.2,5625.2,9.1,200.9,SP400
2,COHR,625.1,92,5878.8,11504.0,2.8,63.9,SP400
3,MKSI,533.6,56,7173.6,18677.6,4.6,128.1,SP400
4,THC,371.3,100,9870.0,28547.6,2.6,98.7,SP400
5,PVH,371.1,81,10878.3,39425.9,3.2,134.3,SP400
6,WING,342.6,20,7080.0,46505.9,12.4,354.0,SP400
7,MASI,308.9,61,8198.4,54704.3,4.2,134.4,SP400
8,EXP,287.8,50,12850.0,67554.3,5.2,257.0,SP400
9,DKS,269.3,65,11771.5,79325.8,4.0,181.1,SP400
10,AYI,267.6,57,14472.3,93798.1,4.5,253.9,SP400
11,TREX,243.9,89,8446.1,102244.2,2.9,94.9,SP400
12,KMPR,237.6,173,9982.1,112226.3,1.5,57.7,SP400
13,BLD,235.4,19,7736.8,119963.1,13.3,407.2,SP400
14,CG,234.1,236,11162.8,131125.9,1.1,47.3,SP400
15,CNM,230.8,260,12922.0,144047.9,1.0,49.7,SP400
16,VST,226.2,130,7865.0,151912.9,2.0,60.5,SP400
17,SAIA,221.7,14,8171.8,160084.7,18.5,583.7,SP400
18,DECK,214.1,12,10946.4,171031.1,21.2,912.2,SP400
19,ONTO,202.8,30,5556.0,176587.1,8.5,185.2,SP400
20,BURL,200.9,41,8864.2,185451.3,6.3,216.2,SP400
21,SLM,200.0,520,10764.0,196215.3,0.5,20.7,SP400
22,RRX,193.9,66,11424.6,207639.9,3.9,173.1,SP400
23,FIX,189.6,24,7440.0,215079.9,10.8,310.0,SP400
24,SFM,187.8,173,10950.9,226030.8,1.5,63.3,SP400
25,SLAB,186.3,53,7753.9,233784.7,4.9,146.3,SP400
26,CVLT,185.8,130,12831.0,246615.7,2.0,98.7,SP400
27,SWAV,183.3,28,7047.6,253663.3,9.2,251.7,SP400
28,ALLY,176.4,260,9724.0,263387.3,1.0,37.4,SP400
29,WSM,175.2,37,8691.3,272078.6,6.9,234.9,SP400
30,TXRH,168.1,78,11575.2,283653.8,3.3,148.4,SP400
31,KNSL,166.9,15,7885.5,291539.3,16.4,525.7,SP400
32,WMS,166.7,56,9060.8,300600.1,4.6,161.8,SP400
33,BRKR,164.4,104,9484.8,310084.9,2.5,91.2,SP400
34,ERIE,161.6,25,10397.5,320482.4,10.2,415.9,SP400
35,MEDP,159.8,19,7706.4,328188.8,13.4,405.6,SP400
36,EVR,156.4,72,14133.6,342322.4,3.6,196.3,SP400
37,RGEN,155.6,38,7429.0,349751.4,6.7,195.5,SP400
38,M,152.6,288,6076.8,355828.2,0.9,21.1,SP400
39,X,151.7,433,20524.2,376352.4,0.6,47.4,SP400
40,XPO,149.9,66,8078.4,384430.8,3.9,122.4,SP400
41,TOL,149.4,76,9173.2,393604.0,3.4,120.7,SP400
42,MTZ,146.4,81,7484.4,401088.4,3.2,92.4,SP400
43,IBKR,145.9,113,12192.7,413281.1,2.3,107.9,SP400
44,LECO,144.8,50,12720.0,426001.1,5.1,254.4,SP400
45,EEFT,144.3,113,12610.8,438611.9,2.3,111.6,SP400
46,TPX,144.3,200,10960.0,449571.9,1.3,54.8,SP400
47,CIEN,135.9,118,6407.4,455979.3,2.2,54.3,SP400
48,WEX,133.4,61,13956.8,469936.1,4.2,228.8,SP400
49,CSL,130.3,39,13837.2,483773.3,6.6,354.8,SP400
50,H,130.0,70,10969.0,494742.3,3.7,156.7,SP400
