Rank,Ticker,Momentum (%),Shares,Position ($),Sum ($),ATR20d ($),Price,ETF
1,CRWD,470.2,28,8332.8,8332.8,14.9,297.6,WCLD
2,S,452.1,300,7650.0,15982.8,1.4,25.5,WCLD
3,FROG,401.4,155,6448.0,22430.8,2.7,41.6,WCLD
4,WIX,323.7,91,12421.5,34852.3,4.6,136.5,WCLD
5,MNDY,270.0,40,8732.0,43584.3,10.4,218.3,WCLD
6,DOCN,250.2,200,7500.0,51084.3,2.1,37.5,WCLD
7,NET,229.7,73,7008.0,58092.3,5.7,96.0,WCLD
8,HUBS,210.2,19,11512.1,69604.4,21.2,605.9,WCLD
9,CRM,206.1,53,15836.4,85440.8,7.8,298.8,WCLD
10,PCOR,158.4,155,11656.0,97096.8,2.7,75.2,WCLD
11,QTWO,152.7,247,11312.6,108409.4,1.7,45.8,WCLD
12,TOST,143.7,381,9067.8,117477.2,1.1,23.8,WCLD
13,DDOG,140.2,79,9756.5,127233.7,5.3,123.5,WCLD
14,WDAY,137.8,50,13335.0,140568.7,8.4,266.7,WCLD
15,OKTA,117.3,89,9523.0,150091.7,4.7,107.0,WCLD
16,SQ,113.1,113,8407.2,158498.9,3.7,74.4,WCLD
17,AVDX,111.1,840,10500.0,168998.9,0.5,12.5,WCLD
18,NOW,107.6,19,14063.8,183062.7,22.0,740.2,WCLD
19,PATH,107.2,350,7840.0,190902.7,1.2,22.4,WCLD
20,SHOP,106.0,116,8526.0,199428.7,3.6,73.5,WCLD
21,SPT,102.0,123,7195.5,206624.2,3.4,58.5,WCLD
22,IOT,98.5,233,7642.4,214266.6,1.8,32.8,WCLD
23,TENB,92.0,233,10601.5,224868.1,1.8,45.5,WCLD
24,DOCU,73.7,262,13571.6,238439.7,1.6,51.8,WCLD
25,VEEV,72.1,77,17063.2,255502.9,5.4,221.6,WCLD
26,MDB,54.6,20,8100.0,263602.9,20.3,405.0,WCLD
27,BRZE,52.9,200,10460.0,274062.9,2.1,52.3,WCLD
28,RNG,41.0,280,8820.0,282882.9,1.5,31.5,WCLD
29,PD,40.4,525,12075.0,294957.9,0.8,23.0,WCLD
30,SQSP,40.0,323,10336.0,305293.9,1.3,32.0,WCLD
31,ZI,31.8,600,9660.0,314953.9,0.7,16.1,WCLD
32,APPF,29.5,60,13776.0,328729.9,6.9,229.6,WCLD
33,BL,11.1,175,10955.0,339684.9,2.4,62.6,WCLD
34,OLO,7.1,1400,7840.0,347524.9,0.3,5.6,WCLD
35,PCTY,4.6,66,10876.8,358401.7,6.3,164.8,WCLD
36,BOX,3.7,600,16320.0,374721.7,0.7,27.2,WCLD
37,ZM,0.8,221,14696.5,389418.2,1.9,66.5,WCLD
38,AI,0.2,175,5477.5,394895.7,2.4,31.3,WCLD
